instance,source,set,domain,cnf_sha256,solver,status,untimed_wall_ms,timing_valid,pool_workers
uf250-068.cnf,SATLIB,uf250,random_control,84c8de390451c4a9009560f409415d188ffc77c6a1f4ed8a0e05c95cfd5932d2,kissat,UNKNOWN,35.324475,False,8
uf250-069.cnf,SATLIB,uf250,random_control,fcedcf3cab6ec86d58feac0b501564304d2c47090e59d353c45b34d10228daf9,kissat,UNKNOWN,34.956065,False,8
uf250-07.cnf,SATLIB,uf250,random_control,7d3ae29364c3206fefa133e93fe0eeaf4a89ca32fa79f82f90a0125dfcb07cc6,kissat,UNKNOWN,35.218503,False,8
uf250-070.cnf,SATLIB,uf250,random_control,b35ee3f8bab7c20acdbcd7d1b78664232d423a1bdcbe106aad4c589f3fc262fe,kissat,UNKNOWN,35.358966,False,8
uf250-071.cnf,SATLIB,uf250,random_control,ab11d31f67dcb67042de3299d39a7ce41026af68d1f1348d4965252ea4a34e5e,kissat,UNKNOWN,35.910968,False,8
uf250-072.cnf,SATLIB,uf250,random_control,6eaf1667a5f4553ecf63f0b4f202b85858e98bdd70bad40e49580f7bf33e2dce,kissat,UNKNOWN,37.927611,False,8
uf250-073.cnf,SATLIB,uf250,random_control,70c6bf493b6cfe12d1517840abd74947535507de5cb915d8953462494ff994c0,kissat,UNKNOWN,35.878389,False,8
uf250-074.cnf,SATLIB,uf250,random_control,6526a8f5498c0582a1df6181a33ac9a3966820fb43625d248869af29b4201efe,kissat,UNKNOWN,36.07704,False,8
uf250-075.cnf,SATLIB,uf250,random_control,38327cbaa2fbfb60dd15495cc3ee9fd32c0589d2b73ed6d099af289bded2850f,kissat,UNKNOWN,35.257645,False,8
uf250-076.cnf,SATLIB,uf250,random_control,156618274524861da7e8c78dab20a2191e1d00bf2fb38c36f0823080c01b6c7f,kissat,UNKNOWN,35.254956,False,8
uf250-077.cnf,SATLIB,uf250,random_control,4db1cb1c555e10e4f23a40834fda315c8367528eabcedaa98e138a1d967579f3,kissat,UNKNOWN,35.087734,False,8
uf250-078.cnf,SATLIB,uf250,random_control,3cea2e3af7bb6e5136f4542471a0725bdca2a5635ca1accd2bce0b28309a1183,kissat,UNKNOWN,19.968057,False,8
uf250-079.cnf,SATLIB,uf250,random_control,e49ad4d07271d18eb109eae5e515501ff3c91d117779093ad9585edffa2667cb,kissat,UNKNOWN,34.623918,False,8
uf250-08.cnf,SATLIB,uf250,random_control,7534c83caa856e3faa5af1122b0429e728ece19fb4e5e57aadd8e9fe0aec7251,kissat,UNKNOWN,34.911217,False,8
uf250-080.cnf,SATLIB,uf250,random_control,3e8d89ab97219bd1893d56e17687876d47b905b768df74d209d494b50ceddc86,kissat,UNKNOWN,18.867111,False,8
uf250-081.cnf,SATLIB,uf250,random_control,040eecf60505f51bc30b515260ced0be6b99cfc7ea659d1d393c5313fdb16c09,kissat,UNKNOWN,18.357111,False,8
uf250-082.cnf,SATLIB,uf250,random_control,95ebb85d9fda9dec9600274e7aad18b9d72851c068e2a849f161d65fa43bfc75,kissat,UNKNOWN,34.873577,False,8
uf250-083.cnf,SATLIB,uf250,random_control,f41b54ed8aaa9d4fbf67d149a8484a61db42dea487e63224fe289552bbe254c7,kissat,UNKNOWN,19.077539,False,8
uf250-084.cnf,SATLIB,uf250,random_control,64d83fa5bb4e992111abb30ccafdabfb1146813d7b76d6d1f54b641b15d07e90,kissat,UNKNOWN,35.623636,False,8
uf250-085.cnf,SATLIB,uf250,random_control,4bbf6503ccc9c4024e8a7171a9cade8ad929e619c7b5e90fefd47778b6205d1d,kissat,UNKNOWN,37.011415,False,8
uf250-086.cnf,SATLIB,uf250,random_control,0efeacb4649f9573a6df4a7db7436bd13d20538ea1f15b35831cec459c028358,kissat,UNKNOWN,34.231557,False,8
uf250-087.cnf,SATLIB,uf250,random_control,8b62e1edd1c32cce569850e7d625d1a675b0e3e41e269354c07826e8ec204612,kissat,UNKNOWN,34.92918,False,8
uf250-088.cnf,SATLIB,uf250,random_control,d7ce1b784dd7c4b1674630500b9e32eace50f269fa9a2dcc0ea920b3664bc091,kissat,UNKNOWN,35.044489,False,8
uf250-089.cnf,SATLIB,uf250,random_control,2e5866802e102c9d8cfc187267df90343bc269b6e5e9f79c8031f993d355cde6,kissat,UNKNOWN,35.377066,False,8
uf250-09.cnf,SATLIB,uf250,random_control,39a356cbfb76a8fdbd6918cc91ae62ef6c6846aa6b5bfa3401cf81a05bc8e609,kissat,UNKNOWN,37.268008,False,8
uf250-090.cnf,SATLIB,uf250,random_control,21161012cc89b0b6f580de47cf1f413c01a176a5516b5b4776d1cd2a37c5fe17,kissat,UNKNOWN,69.605857,False,8
uf250-091.cnf,SATLIB,uf250,random_control,a9200d6e376cb76e24e3e774c31052d56b245a9d81a5192685e69ce3e31c161e,kissat,UNKNOWN,68.570072,False,8
uf250-092.cnf,SATLIB,uf250,random_control,b53c6f06df89c03f81b6f145ae3bc4f9639b7dafacd0295ee8683844778f437f,kissat,UNKNOWN,68.338188,False,8
uf250-093.cnf,SATLIB,uf250,random_control,d920cf8457b8d92b22e106fc344acac9436803cd229e61ff327d008325e69693,kissat,UNKNOWN,38.894187,False,8
uf250-094.cnf,SATLIB,uf250,random_control,6b15495516833984ddf70f403f43267163b1721d783871fcf2bf7e8ef9478983,kissat,UNKNOWN,37.867856,False,8
uf250-095.cnf,SATLIB,uf250,random_control,d1dc92a4318fb41d240bd12f87ac22ba4b5abb89a8126e3cfbfc0a7c28861671,kissat,UNKNOWN,35.73239,False,8
uf250-096.cnf,SATLIB,uf250,random_control,9a25ec74cdf49267f3724063bc3a0399bf41e048788f1a3a0d145220be918e26,kissat,UNKNOWN,18.383074,False,8
uf250-097.cnf,SATLIB,uf250,random_control,fff67514b8614edf01cd7edc9769f71f2a944c9f8bf1dbb60d284e5c4e525c20,kissat,UNKNOWN,35.353641,False,8
uf250-098.cnf,SATLIB,uf250,random_control,f57d54f5ea6b989f3e50a90be35fb8f95e2cdbd9f0e7a73dd040bb412f7ba254,kissat,UNKNOWN,34.32175,False,8
uf250-099.cnf,SATLIB,uf250,random_control,41291bf176a9ef1905ed4ae285682aebb3316e356574abe8c52f00ad36a3773a,kissat,UNKNOWN,36.228495,False,8
uuf250-01.cnf,SATLIB,uuf250,random_control,5eca65eed2f222ad79fe3f2ef81fbc4f4d4cf387afacef7e23217798dbd172d9,kissat,UNKNOWN,34.40083,False,8
uuf250-010.cnf,SATLIB,uuf250,random_control,bafe88eee815aefb231056e12a3b993cca3518317672a94d5ce410077f2b12c6,kissat,UNKNOWN,17.933993,False,8
uuf250-0100.cnf,SATLIB,uuf250,random_control,0f6566373a5082450068344bb837003fb19b88c0e13c5eed04745b0cc365ef00,kissat,UNKNOWN,34.452247,False,8
uuf250-011.cnf,SATLIB,uuf250,random_control,c9de0c97c667ef35e2e8b80e8f4d982374c5ac89319c5d7d7d23a357377998a2,kissat,UNKNOWN,34.718918,False,8
uuf250-012.cnf,SATLIB,uuf250,random_control,e94e6272437a368a19d0f2ee331857de00332bdd0f5ede1b35a501765f0d51ca,kissat,UNKNOWN,35.703551,False,8
uuf250-013.cnf,SATLIB,uuf250,random_control,6e792bc59d613895b96f5e660cfbca2187f24db30eff76901cc44496c1e72037,kissat,UNKNOWN,34.519455,False,8
uuf250-014.cnf,SATLIB,uuf250,random_control,0e5e1c40126059b660b04175c9d63aa89f188f69ff083b3c718f4c5efbfa6deb,kissat,UNKNOWN,17.902737,False,8
uuf250-015.cnf,SATLIB,uuf250,random_control,b6f571b6ef004b86374a30a46c41fa6c2029bad1e2859bbc8747a045ec80cf3c,kissat,UNKNOWN,33.965715,False,8
uuf250-016.cnf,SATLIB,uuf250,random_control,7778597c58a11d5dd00d0bf5a3a3833dc05176806d5bb63de202752515ea4d41,kissat,UNKNOWN,17.813792,False,8
uuf250-017.cnf,SATLIB,uuf250,random_control,c34a52e86857cddff1b2ee431343df1cb9a43e5ac8f6661be591a38c505b4742,kissat,UNKNOWN,19.989152,False,8
uuf250-018.cnf,SATLIB,uuf250,random_control,b75226be58154b726974277be31d5e045fad4cb07dcc021f9489932acd328080,kissat,UNKNOWN,19.558496,False,8
uuf250-019.cnf,SATLIB,uuf250,random_control,b597759f7d6612278a4fd9d1aad6f7099ae34ccaa10b2788992651b060a486af,kissat,UNKNOWN,35.295004,False,8
uuf250-02.cnf,SATLIB,uuf250,random_control,0463949c6f1146a62a0023b1c4b9611103cb676c01387053a5b7900386009cb0,kissat,UNKNOWN,34.800379,False,8
uuf250-020.cnf,SATLIB,uuf250,random_control,e3960747ce4f64de0866847387ec042a74df5774a52a46788ef432514af147f5,kissat,UNKNOWN,36.695646,False,8
uuf250-021.cnf,SATLIB,uuf250,random_control,c60ffcd79986c8563de97221cc96f2c8e8a7acc39b2f5b9aed8a42f0e69d2659,kissat,UNKNOWN,37.675129,False,8
uuf250-022.cnf,SATLIB,uuf250,random_control,8af9cfbbe5c115ab98c2c78a18efafd5ae4a6c5974455c32ff775f06cf32dfec,kissat,UNKNOWN,35.363248,False,8
uuf250-023.cnf,SATLIB,uuf250,random_control,d1ef09095f9be773d21675d18595b6fcba5d8b13e58dd9a7386f3af61bface17,kissat,UNKNOWN,34.884854,False,8
uuf250-024.cnf,SATLIB,uuf250,random_control,39d3642ec6d632459f7ad0123bef8817a301e6f4a2976509c486c9b78086d44e,kissat,UNKNOWN,35.976693,False,8
uuf250-025.cnf,SATLIB,uuf250,random_control,3fdd8461f0276cacda33bd2ed6adcf5601559cb808183475ad1093e74e6f6438,kissat,UNKNOWN,36.518575,False,8
uuf250-026.cnf,SATLIB,uuf250,random_control,0fbb57da53d3148e503f3226547eaed62bf45f140a141470145ae0b3af261598,kissat,UNKNOWN,35.421253,False,8
uuf250-027.cnf,SATLIB,uuf250,random_control,2d0491f7c8d05452dc12dfa04ef9eabcf0eb524c1a0887274d1271306d59e3db,kissat,UNKNOWN,18.786513,False,8
uuf250-028.cnf,SATLIB,uuf250,random_control,4b19d17502ba04c011489813e2fb1a4e0be49717a43cf7df993c21af1da455ec,kissat,UNKNOWN,34.445184,False,8
uuf250-029.cnf,SATLIB,uuf250,random_control,730962ffe3d4befbd0fa1fbb9d78963177b0edd8b965d8916d4e00f5098afb0a,kissat,UNKNOWN,34.991936,False,8
uuf250-03.cnf,SATLIB,uuf250,random_control,71406693b300a9ba30cddfb5eb2977dfd80e5edc77b075002d4e6cccdce2c70c,kissat,UNKNOWN,34.654436,False,8
uuf250-030.cnf,SATLIB,uuf250,random_control,65b0ed455020340f236b6caf1519a6ac2c2cc43756273794e5f0d6af5cd8203c,kissat,UNKNOWN,19.058217,False,8
uuf250-031.cnf,SATLIB,uuf250,random_control,0925c2d943b8013442a5b3b6883bb5b53f6a0d1fd98ca591727991ebd30feea2,kissat,UNKNOWN,34.819909,False,8
uuf250-032.cnf,SATLIB,uuf250,random_control,8beeabf3fc0e04dd19bf10907dc571cbdfe658046cc3ef3d2e3d7bdf2f88a0a1,kissat,UNKNOWN,34.430244,False,8
uuf250-033.cnf,SATLIB,uuf250,random_control,181a723daccd9c77299ff1e50e25f3c91801d4bb71a96e57f8f15beec766493a,kissat,UNKNOWN,17.81434,False,8
uuf250-034.cnf,SATLIB,uuf250,random_control,a15f4a3d09a7d6c8f5d7bd7e8475d8f63a64b5083c91a30d96dd569da7c5aad9,kissat,UNKNOWN,34.471121,False,8
uuf250-035.cnf,SATLIB,uuf250,random_control,2b3fe9603427aa513703fd65175afb9925d3ab6dbc38b5c42553107fc43248fc,kissat,UNKNOWN,18.813176,False,8
uuf250-036.cnf,SATLIB,uuf250,random_control,5d5685260b1bf25f3e4918605fd08db49dc9701b15d8a4ab7b5aa44897868a85,kissat,UNKNOWN,35.387885,False,8
uuf250-037.cnf,SATLIB,uuf250,random_control,d464e27ffa2da072a830041ee2f04907788b866fc524349479fa37c3321167a9,kissat,UNKNOWN,35.833148,False,8
uuf250-038.cnf,SATLIB,uuf250,random_control,a8d4992f558030d91f4ce0bbb2e6ac047239db87d38b5019854f6d15f27d7b06,kissat,UNKNOWN,34.613931,False,8
uuf250-039.cnf,SATLIB,uuf250,random_control,52ac20d8ba5f8bf225da56d1434af2b84df6962ae6fa2fd37d7335bf9ffd14cd,kissat,UNKNOWN,34.755513,False,8
uuf250-04.cnf,SATLIB,uuf250,random_control,0518647868a1fef8faeb403492779d668dd1b85695ffe96903970811384ed45e,kissat,UNKNOWN,34.218784,False,8
uuf250-040.cnf,SATLIB,uuf250,random_control,16e40634ea6f7053de447f15ee6096e40afe810555a7d5418934342fb4f6ffc1,kissat,UNKNOWN,34.877588,False,8
uuf250-041.cnf,SATLIB,uuf250,random_control,3ee14163c6fc384497facd604f7aaef590cfa0f73094aa442e46f6ae31a31e2a,kissat,UNKNOWN,35.792222,False,8
uuf250-042.cnf,SATLIB,uuf250,random_control,432d91aa8b5039767c28a4fa4966ba3328143b7b0c6518228a76ad9c53266ce9,kissat,UNKNOWN,35.124725,False,8
uuf250-043.cnf,SATLIB,uuf250,random_control,fe3697e0c3e87d9801449c413d45ef7521aebd1be6babe17e0778d8a78a44df5,kissat,UNKNOWN,18.874114,False,8
uuf250-044.cnf,SATLIB,uuf250,random_control,dc39bab904e2b0b34bcdf8b9b91f1b3cc4ab20c1f535790ab899d19ea27aae91,kissat,UNKNOWN,34.561553,False,8
uuf250-045.cnf,SATLIB,uuf250,random_control,90e1722e167f9422bfa4827ad32b0eae1682ff31ba956b64c3caae6e2847a801,kissat,UNKNOWN,34.617125,False,8
uuf250-046.cnf,SATLIB,uuf250,random_control,90b17e95b43f57391a17ca2c7b3b235240f56852e81a8492b59e97da9f6fa7b0,kissat,UNKNOWN,34.73066,False,8
uuf250-047.cnf,SATLIB,uuf250,random_control,fdced3de83b28d273ca5d8f093f2249234b3a414427d63d8e80ff3691f603690,kissat,UNKNOWN,18.471682,False,8
uuf250-048.cnf,SATLIB,uuf250,random_control,beee0f13a08e502e6ea20501a4428604af1a4412811d20ae25cd6b0f251b3c5b,kissat,UNKNOWN,34.575989,False,8
uuf250-049.cnf,SATLIB,uuf250,random_control,d3a5ed0332facaa291f0dda89f045838c3e62c702c0a5e7e8333a93de2e3a6f5,kissat,UNKNOWN,34.228639,False,8
uuf250-05.cnf,SATLIB,uuf250,random_control,39ac1a24d09477873946094b81ede09a4f6f4a5b70abeac8c05537df43ca09a4,kissat,UNKNOWN,34.593624,False,8
uuf250-050.cnf,SATLIB,uuf250,random_control,d73dd5875898b88d5c7940e387441a38dee3ea9744c81c3986bf001bd456bc60,kissat,UNKNOWN,18.094046,False,8
uuf250-051.cnf,SATLIB,uuf250,random_control,dbfd1755883e7a7ac50d98351908b8b6bee493c5180d92944630c4335a2cebd9,kissat,UNKNOWN,19.30306,False,8
uuf250-052.cnf,SATLIB,uuf250,random_control,c0333989d57eea6ba43aa37d97c48e0f34eed92f2b4e73ffc44ead4f651d7aaf,kissat,UNKNOWN,34.721325,False,8
uuf250-053.cnf,SATLIB,uuf250,random_control,ba344226775c4913a308bb6a542a31d2cc8326b2d1212ab344db2d7827e11259,kissat,UNKNOWN,34.177788,False,8
uuf250-054.cnf,SATLIB,uuf250,random_control,e31c49078efe230ddc084673bb8c8cb810b572c92ae167f67b2e1ce60fc6d080,kissat,UNKNOWN,34.6818,False,8
uuf250-055.cnf,SATLIB,uuf250,random_control,e0763fefc03a842c5b1bbed490056d9cace5f02e138cff74a270c59c665bbcf7,kissat,UNKNOWN,34.544207,False,8
uuf250-056.cnf,SATLIB,uuf250,random_control,ff613ea82e6f09b7fc75ce2811b559d468b4a674d4c609dda73698a85ad47b29,kissat,UNKNOWN,35.608623,False,8
uuf250-057.cnf,SATLIB,uuf250,random_control,43a2edb75ac19d783d46be597437fd3741981649eea2d59dae1e3423a8d48724,kissat,UNKNOWN,35.703438,False,8
uuf250-058.cnf,SATLIB,uuf250,random_control,c259c25cf4837c927f50db165b669a9219c115631bafae03bdc01aa3e60b924d,kissat,UNKNOWN,34.904298,False,8
uuf250-059.cnf,SATLIB,uuf250,random_control,652d94c6b2be14c7c6e562e831781f19d75326de507b626688d254813387db2a,kissat,UNKNOWN,18.796457,False,8
uuf250-06.cnf,SATLIB,uuf250,random_control,819eb734d0d2c871d323fcc8fd8b62d670469eefa501865b3a1ab7b3bab8c7a7,kissat,UNKNOWN,20.103482,False,8
uuf250-060.cnf,SATLIB,uuf250,random_control,b27fa10111eeedd38794dad2ca991fd27cf3de2ad7ccad1ae7ea509a8d473f15,kissat,UNKNOWN,34.606677,False,8
uuf250-061.cnf,SATLIB,uuf250,random_control,7a1d1b1f84d51c49da9cb31e1469e9db1897abb1a36ccd02b35645828bbf71b4,kissat,UNKNOWN,35.235952,False,8
uuf250-062.cnf,SATLIB,uuf250,random_control,68efafe5e05f79513adb6b58bce9da9b5e53f67089466eed6838ed5ae84cb34f,kissat,UNKNOWN,18.775582,False,8
uuf250-063.cnf,SATLIB,uuf250,random_control,521e42f54e181f6b9f5b0517243e35680a99db1c3fe3fc62a0c8adf5b69e8325,kissat,UNKNOWN,18.451834,False,8
uuf250-064.cnf,SATLIB,uuf250,random_control,80518422c1cc1e71f38461f5cd44b89eb35f69f61565ed759853bf122942b2ac,kissat,UNKNOWN,34.321253,False,8
uuf250-065.cnf,SATLIB,uuf250,random_control,108b58d7a2c3496eb3a9ff8299fbaf6cfe8e8393d03cc3d749b82834ad3f61ee,kissat,UNKNOWN,35.6951,False,8
uuf250-066.cnf,SATLIB,uuf250,random_control,c4dc5677e4804ffdcc281818a7a19fcd86f8706a5951cc56539cceab9b9a6895,kissat,UNKNOWN,35.425166,False,8
uuf250-067.cnf,SATLIB,uuf250,random_control,530595cf57535156cd82ca19a2a5b6eaf663b86a920f5df4ea98a5b4e9ad9f57,kissat,UNKNOWN,35.130857,False,8
uuf250-068.cnf,SATLIB,uuf250,random_control,51ad65dead06b750214105dc70ded252d7732a27428aae4c33abb8057056f14e,kissat,UNKNOWN,18.743119,False,8
uuf250-069.cnf,SATLIB,uuf250,random_control,999402713378295e83090af7447257b6fe7f5bb1b937a89287540d9675e3e0be,kissat,UNKNOWN,34.723054,False,8
uuf250-07.cnf,SATLIB,uuf250,random_control,ec7f2b3208a05887aad2446430701e44c6dbf0afaaae3ab897471bdbaed81703,kissat,UNKNOWN,34.606069,False,8
uuf250-070.cnf,SATLIB,uuf250,random_control,04eb1fb038c4cb692d7ce6085e98f92e813d185e147c062fc82e442794b3e4ba,kissat,UNKNOWN,34.702082,False,8
uuf250-071.cnf,SATLIB,uuf250,random_control,3b90124ff21d4b431d2c8985a8c96a7fc4de70be8d3de37d0430ac450d792b13,kissat,UNKNOWN,34.372604,False,8
uuf250-072.cnf,SATLIB,uuf250,random_control,6c4414f99e27e46f8866e48118644802865eb692768af93189d41b5798074cb3,kissat,UNKNOWN,35.437031,False,8
uuf250-073.cnf,SATLIB,uuf250,random_control,41b4955cb43c8bf2e44129a2cccc600cb4a554431fa41ae47341cf7c08b4ef2a,kissat,UNKNOWN,18.131607,False,8
uuf250-074.cnf,SATLIB,uuf250,random_control,ad2965f0ff42cd2c790ef27112b844143306f7e3a1b31a50f4befe296c16a173,kissat,UNKNOWN,35.995924,False,8
uuf250-075.cnf,SATLIB,uuf250,random_control,c2d774fe624572c394a8b35caa26e0a874aea541c9f1b93b371faca3a8d4db96,kissat,UNKNOWN,36.787059,False,8
uuf250-076.cnf,SATLIB,uuf250,random_control,dda24536062e840329df672d0ea0501c8b1bd9d7e776a2c04c20283897021f90,kissat,UNKNOWN,35.207111,False,8
uuf250-077.cnf,SATLIB,uuf250,random_control,b86b552ad41422fcf5d84080ba5b56a3b9e64862699ddf78d39656bb553b0c13,kissat,UNKNOWN,35.814254,False,8
uuf250-078.cnf,SATLIB,uuf250,random_control,e93de7e035f88cca9e16e6ff907d6827fd0a49940e0db5f46e04aa07725e7df9,kissat,UNKNOWN,35.909325,False,8
uuf250-079.cnf,SATLIB,uuf250,random_control,7be06b1bfecb6c628027b562b20f1e291ceb86c27e61b524a0516c5594d40679,kissat,UNKNOWN,35.935008,False,8
uuf250-08.cnf,SATLIB,uuf250,random_control,c8cb9aedb824d94b6b57f51d70b888927e97dab9df94311f53e5ec98a7477da2,kissat,UNKNOWN,35.782676,False,8
uuf250-080.cnf,SATLIB,uuf250,random_control,ed6c9b8073fbb7b3607ccd611713d38f7b514c8c693c2bef48fbb94485bdf478,kissat,UNKNOWN,35.675364,False,8
uuf250-081.cnf,SATLIB,uuf250,random_control,ca9cfa464c9c519463ce67dfb80a0f73a2ed1feb3c163e5fd7d9c7bd14725aa7,kissat,UNKNOWN,35.865456,False,8
uuf250-082.cnf,SATLIB,uuf250,random_control,7dbc28640b5849335c8e4c6a73d0267c8f2ad7915e262d6d183cd21da2cb9263,kissat,UNKNOWN,35.156469,False,8
uuf250-083.cnf,SATLIB,uuf250,random_control,d205aacdce7ca7d35db38514d3d0105f8a92fb089342359021fd715b829f9634,kissat,UNKNOWN,34.771798,False,8
uuf250-084.cnf,SATLIB,uuf250,random_control,e1e02a4ae246083777a3b3abdc143dab0a0fc8405bd3acea21fccf3adcaf89df,kissat,UNKNOWN,35.121119,False,8
uuf250-085.cnf,SATLIB,uuf250,random_control,1026e03b998cdfee07a99b700a589fe1e162a43e60a561a2a0cb5be5e29fe40c,kissat,UNKNOWN,20.137693,False,8
uuf250-086.cnf,SATLIB,uuf250,random_control,03c2634da8bb59a76838683aeb76247d692a622ca721b04e87997b7a92d38ae8,kissat,UNKNOWN,35.38422,False,8
uuf250-087.cnf,SATLIB,uuf250,random_control,9cd29b14557317cee107b60c5127f0296f188391f7ca85ad53ea5b949b6af00f,kissat,UNKNOWN,18.639648,False,8
uuf250-088.cnf,SATLIB,uuf250,random_control,318be84a9495fc6564c39617c386eefbc16e9060d6db5ff1f2e6758c4120c121,kissat,UNKNOWN,34.628919,False,8
uuf250-089.cnf,SATLIB,uuf250,random_control,36a083d00f60ab7d2e045ef001ed0357818b239a27af225a7b3b39b47c65102e,kissat,UNKNOWN,19.145889,False,8
uuf250-09.cnf,SATLIB,uuf250,random_control,65da3eb68e31cf3395cf8cfe52398a90dbb1dc1565e43480b343d606f6b8ce80,kissat,UNKNOWN,35.400207,False,8
uuf250-090.cnf,SATLIB,uuf250,random_control,2bcb9c4a8c0db5aff3e7b77f9d6d756165f98e003b43690eb1be7c72f947dbed,kissat,UNKNOWN,34.981312,False,8
uuf250-091.cnf,SATLIB,uuf250,random_control,bc3506e0a39cd4983cb48cf3326af60674427ca2be6f0cb6e15d3faad4718c5b,kissat,UNKNOWN,18.115543,False,8
uuf250-092.cnf,SATLIB,uuf250,random_control,eaa1e518aafd9fe457a6e3764fca08caf27144db37ca84871164f8c44e8b3523,kissat,UNKNOWN,34.758926,False,8
uuf250-093.cnf,SATLIB,uuf250,random_control,98b542c0c53bc3fc2fe22ea81234bd500923a80ea63f26e408a33c3d64be95a1,kissat,UNKNOWN,19.366274,False,8
uuf250-094.cnf,SATLIB,uuf250,random_control,b9e4e8e077695b55e38cb7ea75a9c409f1e1e09b10bd35f3f06959ebf13914ef,kissat,UNKNOWN,34.902305,False,8
uuf250-095.cnf,SATLIB,uuf250,random_control,3c986fc7010084bf94efb8ff3e2c610366f7e570d86fd58f3ce18c8bcc879d99,kissat,UNKNOWN,18.617564,False,8
uuf250-096.cnf,SATLIB,uuf250,random_control,8c65c2253e51b3e7a2bf6d7fc208b60283e2b64e8d3e43fd992c8a0e87e8c932,kissat,UNKNOWN,18.839736,False,8
uuf250-097.cnf,SATLIB,uuf250,random_control,be8002911de805a2496652997fffdba6717efcd38f2bd8d5359650314f731ded,kissat,UNKNOWN,34.87362,False,8
uuf250-098.cnf,SATLIB,uuf250,random_control,4fa4629f1354c2a2ea0992c18a41eefa92f22ffc3147a2d21d9f522df5f02ff7,kissat,UNKNOWN,35.124322,False,8
uuf250-099.cnf,SATLIB,uuf250,random_control,b1c6936f3d18de547d3a385f3004f3ad3eb5d4640ba75468a1b485d80c6b3f2d,kissat,UNKNOWN,35.531655,False,8
uf200-01.cnf,SATLIB,uf200,random_control,8f5b229572f5b99ae9a317f3c147fb2c3430685b861d91ee77d0acc5e1381c5d,kissat,UNKNOWN,35.407388,False,8
uf200-010.cnf,SATLIB,uf200,random_control,1ce97de27a50e3de01cdee2a2f4fe747a6b3c675cd2676b27beca17d8861ef64,kissat,UNKNOWN,18.373845,False,8
uf200-0100.cnf,SATLIB,uf200,random_control,e6628041124718954745ad024a86edbcfc07926676acf335d3d7f9a9b7262c75,kissat,UNKNOWN,34.737118,False,8
uf200-011.cnf,SATLIB,uf200,random_control,bcb10897b0c80dd30e15deeb2393405442f19e3b2948fd9d5037dce797580702,kissat,UNKNOWN,19.676818,False,8
uf200-012.cnf,SATLIB,uf200,random_control,660d9cdf8241b30db1ebede3604d724069ff2369c1a2aeb7cdcad9990195e92f,kissat,UNKNOWN,34.654709,False,8
uf200-013.cnf,SATLIB,uf200,random_control,e122c88795edbef805aafbf499215858a989fd93714ed3ce162f64aa1f5be216,kissat,UNKNOWN,34.463036,False,8
uf200-014.cnf,SATLIB,uf200,random_control,e37169b4c96a4bc4ffd5159d319b412c56b6cbb381fd28da27374af48e9aa02b,kissat,UNKNOWN,35.41762,False,8
uf200-015.cnf,SATLIB,uf200,random_control,f6be32408ba7dd648abbaf55e9043ece4d1502a42ba85555455e3901b309d2db,kissat,UNKNOWN,35.471692,False,8
uf200-016.cnf,SATLIB,uf200,random_control,5967d2f7b396288f5759173c7d748c66d391edbafc7d2276c16b12a287fb19f0,kissat,UNKNOWN,18.204104,False,8
uf200-017.cnf,SATLIB,uf200,random_control,f767fb8a0fe9a0f80fe9d2b3dda7f33ebe1c0f5565c89ad4ea481f42d0422a2a,kissat,UNKNOWN,35.387449,False,8
uf200-018.cnf,SATLIB,uf200,random_control,f98a669dca0801426bec819631dda651b2e880e82b7d2d3e23474c412129e55d,kissat,UNKNOWN,36.344967,False,8
uf200-019.cnf,SATLIB,uf200,random_control,493e834a73bd37209b63eb7fa2cbb6e6c831927ae3854fd531bfd82821891731,kissat,UNKNOWN,36.177101,False,8
uf200-02.cnf,SATLIB,uf200,random_control,64c5462278b331edac601fe27a36e24cb6ee0b06f11093f33d28a6d607809a98,kissat,UNKNOWN,34.991747,False,8
uf200-020.cnf,SATLIB,uf200,random_control,49fb1f74429cb15a11d6a6fddde5c8b2d99defb5269ff83fd3af03325adf9295,kissat,UNKNOWN,19.048049,False,8
uf200-021.cnf,SATLIB,uf200,random_control,9a23ebb9821b53c8e58aff2750b47058496cd1b3588cd20559bcc9bd88b5a993,kissat,UNKNOWN,35.172518,False,8
uf200-022.cnf,SATLIB,uf200,random_control,8c89b10735dd2d6ae0e007394e385024564642ee84ff84664da45a311be6ca42,kissat,UNKNOWN,36.405898,False,8
uf200-023.cnf,SATLIB,uf200,random_control,c4307f2eab07073165998926a403604c54fa73cc6b290ec8beb75d1f6a64b666,kissat,UNKNOWN,37.030346,False,8
uf200-024.cnf,SATLIB,uf200,random_control,c5bb76df8120e5302e83af8b527a8d3ede2da5318f813aeb95dbd2d5dfb8ded9,kissat,UNKNOWN,38.446611,False,8
uf200-025.cnf,SATLIB,uf200,random_control,2a632da9b00dca95f1ede0f106e27bbd05ee1c10f0e1c5375ab1c67e66c61865,kissat,UNKNOWN,35.816767,False,8
uf200-026.cnf,SATLIB,uf200,random_control,5e0336144cff047256b38bb80d1575f52cfe4263ec209694ffb606b9239dd385,kissat,UNKNOWN,36.332961,False,8
uf200-027.cnf,SATLIB,uf200,random_control,60917f8093f97713446d2039010882a8fedad673561809c0eb04bb82412439a1,kissat,UNKNOWN,34.980079,False,8
