seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,mismatch
500321,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.055751000,0.039263000,False
500322,7,3,"[1,1,1,1,1,2,2]","[2,1,2]","[[1,2],[1],[2],[0,2],[1,2],[0,1],[0,1,2]]",UNSAT,UNSAT,"[1,5]",0.043008000,0.056824000,False
500323,6,6,"[1,3,3,1,3,1]","[3,3,3,3,1,3]","[[3],[0,1,2,4,5],[1,2,4,5],[0],[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.307695000,0.059756000,False
500324,1,6,[2],"[3,3,2,2,3,3]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.005679000,0.019584000,False
500325,6,6,"[1,1,2,2,3,3]","[2,1,2,2,1,2]","[[0,1,2,4,5],[1,2,3,4,5],[0,2,4,5],[0,1,2,3,4],[0,1,2,4],[0,1,2,3]]",UNSAT,UNSAT,"[2,3,4,5]",0.351392000,0.116421000,False
500326,1,7,[1],"[1,2,1,3,2,2,1]","[[0,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.006818000,0.018529000,False
500327,2,4,"[2,2]","[3,2,2,2]","[[0,1,2,3],[0,3]]",FEASIBLE,FEASIBLE,null,0.011151000,0.023674000,False
500328,5,4,"[3,1,2,3,3]","[2,2,1,3]","[[0,1,2,3],[0,1,2,3],[1,2,3],[0,1,2,3],[1,2,3]]",UNSAT,UNSAT,"[0,2,4]",0.064680000,0.064840000,False
500329,4,2,"[1,1,1,1]","[3,2]","[[1],[0],[1],[0]]",FEASIBLE,FEASIBLE,null,0.031482000,0.023453000,False
500330,5,5,"[1,1,2,1,1]","[2,1,2,2,3]","[[0,1,2,3,4],[1,2,3,4],[0,2,3],[1,2,3],[0,3,4]]",FEASIBLE,FEASIBLE,null,0.126462000,0.040495000,False
500331,1,3,[2],"[2,1,2]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004131000,0.014918000,False
500332,2,2,"[1,1]","[2,2]","[[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.007812000,0.015958000,False
500333,7,7,"[3,2,3,1,1,1,2]","[1,1,3,3,3,2,1]","[[0,1,2,3,4,5],[0,1,2,4,5,6],[0,1,2,3,5],[0,1,2],[1,2,5,6],[0,1],[1,3]]",FEASIBLE,FEASIBLE,null,1.152618000,0.252938000,False
500334,1,7,[3],"[3,3,1,3,1,2,3]","[[0,1,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.007046000,0.022679000,False
500335,3,1,"[1,1,1]",[2],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.011199000,0.028891000,False
500336,6,2,"[1,1,1,1,1,1]","[3,2]","[[1],[0,1],[0,1],[0],[0],[0,1]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.128010000,0.046032000,False
500337,7,4,"[1,1,2,2,1,1,1]","[3,1,2,2]","[[1,2,3],[1,2],[0,2],[0,3],[0,2],[0,1,3],[3]]",UNSAT,UNSAT,"[0,1,2,3,4,5,6]",0.454477000,0.062311000,False
500338,7,6,"[1,1,2,1,1,3,1]","[1,3,1,2,1,3]","[[4],[0,2,3,4],[1,2,3,5],[1,2,3,4,5],[5],[0,1,2,4,5],[5]]",FEASIBLE,FEASIBLE,null,0.624458000,0.064167000,False
500339,4,6,"[1,2,2,2]","[3,3,1,2,1,2]","[[1,2,4,5],[1,3,5],[1,3,4],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.068764000,0.039628000,False
500340,1,6,[3],"[3,2,1,1,2,2]","[[0,2,3,5]]",FEASIBLE,FEASIBLE,null,0.005814000,0.019782000,False
500341,4,6,"[1,2,2,2]","[2,1,1,1,1,2]","[[0,1],[0,1,2,3,4,5],[0,1,2,3,4],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.067945000,0.054575000,False
500342,7,3,"[1,3,2,2,1,1,1]","[2,2,3]","[[2],[0,1,2],[0,1,2],[1,2],[0,1,2],[2],[1,2]]",UNSAT,UNSAT,"[0,1,2,3]",0.162284000,0.061510000,False
500343,6,6,"[1,1,1,3,2,2]","[3,1,3,1,3,3]","[[0],[2,3,5],[1],[0,2,5],[0,1,2,3,4,5],[3,4]]",FEASIBLE,FEASIBLE,null,0.298694000,0.072887000,False
500344,1,4,[1],"[2,2,3,3]",[[0]],FEASIBLE,FEASIBLE,null,0.004807000,0.107425000,False
500345,6,2,"[2,1,2,1,1,1]","[3,1]","[[0,1],[1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.014081000,0.047986000,False
500346,2,3,"[1,2]","[3,3,1]","[[0,1],[0,2]]",FEASIBLE,FEASIBLE,null,0.009267000,0.018654000,False
500347,7,7,"[3,1,1,2,3,2,3]","[3,2,3,2,1,2,3]","[[1,2,4,5,6],[4],[3],[1,2,5],[0,1,3,4,5,6],[0,1,2,3,4,5,6],[0,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,1.027214000,0.146172000,False
500348,7,6,"[1,2,1,2,2,1,1]","[3,3,3,3,2,3]","[[0],[0,1,2,3,4,5],[0,1,2,3,4],[0,1,2,4,5],[0,2,3,4],[0,1,5],[3]]",FEASIBLE,FEASIBLE,null,0.896219000,0.077419000,False
500349,3,2,"[1,2,1]","[3,1]","[[1],[0,1],[0]]",UNSAT,UNSAT,"[0,1]",0.010015000,0.034512000,False
500350,3,2,"[1,1,1]","[1,3]","[[0,1],[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.015861000,0.034856000,False
500351,4,3,"[2,2,1,1]","[2,1,2]","[[0,1],[0,1],[1],[0,2]]",UNSAT,UNSAT,"[0,1]",0.014209000,0.040283000,False
500352,7,5,"[3,1,2,1,1,1,2]","[2,2,1,3,1]","[[0,2,4],[1],[0,2,3,4],[4],[0,1,2,3,4],[3],[1,2,3,4]]",UNSAT,UNSAT,"[0,3]",0.036967000,0.072496000,False
500353,2,7,"[3,1]","[1,1,1,1,1,1,1]","[[0,1,2,3,4,5,6],[1,3,5]]",FEASIBLE,FEASIBLE,null,0.016900000,0.029657000,False
500354,4,5,"[1,1,2,3]","[3,1,3,2,1]","[[3],[0,1,2,3,4],[2,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.062594000,0.041181000,False
500355,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007368000,0.026274000,False
500356,5,4,"[3,1,2,3,3]","[3,3,1,2]","[[0,1,2,3],[0],[0,1,2,3],[0,1,3],[1,2,3]]",UNSAT,UNSAT,"[0,3,4]",0.075015000,0.175249000,False
500357,5,2,"[1,1,2,1,1]","[2,3]","[[0,1],[1],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.063805000,0.042138000,False
500358,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010466000,0.035523000,False
500359,1,6,[1],"[1,2,1,1,3,3]",[[2]],FEASIBLE,FEASIBLE,null,0.006056000,0.013380000,False
500360,1,5,[1],"[2,3,1,1,2]",[[0]],FEASIBLE,FEASIBLE,null,0.005011000,0.011904000,False
500361,7,1,"[1,1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.080428000,0.040518000,False
500362,7,5,"[2,1,3,3,1,1,2]","[1,1,1,2,2]","[[1,2],[0,1,3],[1,2,3,4],[0,1,2,3,4],[0,4],[3],[0,4]]",UNSAT,UNSAT,"[0,2]",0.032687000,0.069934000,False
500363,1,3,[1],"[2,2,2]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004093000,0.012569000,False
500364,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.003031000,0.010836000,False
500365,5,6,"[1,1,1,2,2]","[3,3,1,1,3,3]","[[0,2,4],[1],[0,2,3,4,5],[0,2,3,4,5],[0,1]]",FEASIBLE,FEASIBLE,null,0.146552000,0.050868000,False
500366,2,7,"[1,1]","[2,2,3,2,3,2,2]","[[3,4],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.017600000,0.021049000,False
500367,3,6,"[2,1,3]","[2,1,2,3,1,2]","[[0,2,5],[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.032422000,0.034664000,False
500368,5,1,"[1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.035923000,0.033951000,False
500369,1,5,[3],"[2,1,3,2,2]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.005564000,0.018777000,False
500370,1,7,[1],"[3,1,2,3,1,3,1]","[[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.006593000,0.016232000,False
500371,6,3,"[2,1,3,1,1,1]","[3,3,2]","[[0,1,2],[0],[0,1,2],[0],[0,2],[1,2]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.151381000,0.158081000,False
500372,3,3,"[1,1,2]","[1,3,3]","[[1],[2],[0,2]]",FEASIBLE,FEASIBLE,null,0.020360000,0.022320000,False
500373,3,5,"[2,1,3]","[1,2,3,2,2]","[[0,2,3,4],[1,3],[1,3,4]]",FEASIBLE,FEASIBLE,null,0.028201000,0.029938000,False
500374,4,4,"[2,1,3,1]","[2,3,1,3]","[[0,1,2,3],[0,1,2,3],[0,1,2,3],[0,3]]",FEASIBLE,FEASIBLE,null,0.048708000,0.037748000,False
500375,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.002805000,0.009992000,False
500376,4,5,"[1,1,2,2]","[3,3,2,3,1]","[[0,1,2,3],[0,2],[0,1,3,4],[3,4]]",FEASIBLE,FEASIBLE,null,0.058995000,0.033670000,False
500377,7,2,"[1,1,1,2,1,2,2]","[1,1]","[[0],[0,1],[1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,3]",0.019381000,0.049178000,False
500378,7,3,"[1,2,3,1,1,2,1]","[3,3,2]","[[0],[1,2],[0,1,2],[0],[0],[1,2],[0,1,2]]",UNSAT,UNSAT,"[1,2,5]",0.114522000,0.059128000,False
500379,4,6,"[1,1,3,1]","[1,2,1,3,1,3]","[[3,4,5],[1,2],[1,3,5],[0,1,2,4,5]]",FEASIBLE,FEASIBLE,null,0.069718000,0.034347000,False
500380,7,4,"[2,2,1,3,1,1,1]","[2,3,1,3]","[[0,1],[0,2],[2],[0,1,2,3],[2,3],[0,1,2,3],[0,1,2]]",UNSAT,UNSAT,"[1,2]",0.042586000,0.085474000,False
500381,3,3,"[1,2,2]","[2,3,3]","[[0,1,2],[0,1,2],[0,2]]",FEASIBLE,FEASIBLE,null,0.019470000,0.033779000,False
500382,3,4,"[2,1,1]","[2,3,1,3]","[[0,1,3],[3],[2]]",FEASIBLE,FEASIBLE,null,0.034785000,0.023940000,False
500383,4,6,"[2,2,3,2]","[1,3,2,3,3,1]","[[0,1,2,3,5],[0,1,2,3,4],[0,2,3],[0,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.068064000,0.061834000,False
500384,6,6,"[2,2,2,1,3,1]","[1,3,3,1,2,2]","[[1,2,4,5],[1,3,4],[0,1,2,5],[1],[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.317396000,0.168611000,False
500385,6,6,"[1,1,2,1,1,1]","[3,2,2,1,1,3]","[[0,1,2,3,4,5],[1,2],[0,4],[0,1,2,3,4],[5],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.314003000,0.044885000,False
500386,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006150000,0.014395000,False
500387,7,2,"[1,1,1,1,1,1,1]","[2,3]","[[0],[0,1],[0,1],[0],[0],[1],[0]]",UNSAT,UNSAT,"[0,3,4]",0.072214000,0.060460000,False
500388,3,2,"[1,2,1]","[1,3]","[[0,1],[0,1],[0]]",UNSAT,UNSAT,"[1,2]",0.012816000,0.039470000,False
500389,3,4,"[2,3,1]","[3,2,1,2]","[[0,3],[0,1,2,3],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.024393000,0.030443000,False
500390,7,5,"[1,2,1,1,3,3,2]","[3,2,2,3,2]","[[0,1,2,4],[0,2,3,4],[0,1,3,4],[0,1,2,3],[0,1,2,3,4],[0,1,2,3,4],[0,1,2]]",UNSAT,UNSAT,"[0,1,2,3,4,5,6]",0.557444000,0.129381000,False
500391,6,4,"[1,3,1,3,3,1]","[2,1,2,2]","[[0,1,2,3],[0,1,2],[0,1,2,3],[0,1,2,3],[0,1,3],[3]]",UNSAT,UNSAT,"[1,4]",0.050505000,0.068315000,False
500392,4,7,"[2,1,1,2]","[2,2,2,2,2,2,3]","[[0,1,2,3,5,6],[0,1,3,6],[1,2],[1,6]]",FEASIBLE,FEASIBLE,null,0.080795000,0.047665000,False
500393,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007323000,0.026399000,False
500394,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008752000,0.029869000,False
500395,3,5,"[2,3,2]","[2,2,3,1,2]","[[0,1,4],[0,1,2,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.029958000,0.037476000,False
500396,3,2,"[1,2,1]","[3,1]","[[0],[0,1],[1]]",UNSAT,UNSAT,"[1,2]",0.013967000,0.123804000,False
500397,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.029607000,0.038578000,False
500398,7,7,"[1,2,1,2,3,2,1]","[1,1,1,1,1,1,3]","[[1,2],[0,1,3,5],[0,3,4,5,6],[0,1,2,3,4,5,6],[1,2,5,6],[1,3,5,6],[3,4,5]]",UNSAT,UNSAT,"[0,1,4,5]",0.433089000,0.135748000,False
500399,2,3,"[2,1]","[3,1,3]","[[0,1,2],[0,2]]",FEASIBLE,FEASIBLE,null,0.010573000,0.020216000,False
500400,3,1,"[1,1,1]",[2],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.018985000,0.047458000,False
500401,2,3,"[1,2]","[3,2,2]","[[2],[0,2]]",FEASIBLE,FEASIBLE,null,0.010428000,0.020241000,False
500402,4,3,"[1,1,1,1]","[2,1,3]","[[2],[1],[0,1,2],[1,2]]",FEASIBLE,FEASIBLE,null,0.043055000,0.030629000,False
500403,7,5,"[2,2,2,3,2,2,2]","[2,3,2,2,3]","[[0,2],[0,1,2,3,4],[0,2,3,4],[1,2,4],[0,2,3,4],[2,3,4],[0,1]]",UNSAT,UNSAT,"[0,2,3,4,5]",0.487682000,0.091379000,False
500404,1,3,[2],"[2,1,1]","[[1,2]]",FEASIBLE,FEASIBLE,null,0.004508000,0.015555000,False
500405,2,3,"[1,1]","[1,3,1]","[[0,1,2],[1]]",FEASIBLE,FEASIBLE,null,0.009703000,0.019911000,False
500406,2,6,"[1,1]","[3,3,2,1,3,2]","[[0,4],[0,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.015300000,0.021727000,False
500407,1,4,[1],"[1,1,1,2]",[[0]],FEASIBLE,FEASIBLE,null,0.004958000,0.012356000,False
500408,6,4,"[1,1,2,1,3,1]","[2,3,2,3]","[[1],[0,2,3],[0,1],[0],[0,1,2,3],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.242236000,0.082882000,False
500409,2,5,"[2,3]","[3,1,3,3,1]","[[0,2,3,4],[0,3,4]]",FEASIBLE,FEASIBLE,null,0.013943000,0.028693000,False
500410,7,4,"[3,1,2,1,1,2,3]","[1,1,2,1]","[[0,2,3],[0],[0,1,2,3],[1],[1,3],[0,1,2,3],[0,1,2]]",UNSAT,UNSAT,"[0,1]",0.025725000,0.176560000,False
500411,4,3,"[2,1,2,1]","[1,3,2]","[[0,1,2],[0,1,2],[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.041615000,0.036775000,False
500412,2,3,"[2,3]","[2,3,1]","[[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.009688000,0.024596000,False
500413,3,4,"[1,2,1]","[2,3,1,1]","[[0,1],[0,1,2,3],[0,2,3]]",FEASIBLE,FEASIBLE,null,0.024654000,0.028076000,False
500414,3,6,"[2,1,2]","[2,1,1,1,2,1]","[[0,1],[1],[0,1,2,3]]",UNSAT,UNSAT,"[0,1]",0.018734000,0.038110000,False
500415,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.012007000,0.032877000,False
500416,1,6,[1],"[1,2,3,3,2,2]","[[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.006739000,0.017573000,False
500417,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.023718000,0.033928000,False
500418,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.003289000,0.011280000,False
500419,4,3,"[2,1,1,1]","[2,1,2]","[[0,2],[1],[0,1,2],[0,1]]",FEASIBLE,FEASIBLE,null,0.044127000,0.040633000,False
500420,5,4,"[1,1,1,2,3]","[3,2,2,1]","[[3],[1],[1,3],[1,2],[0,1,2,3]]",UNSAT,UNSAT,"[0,1,2,3]",0.090905000,0.051719000,False
500421,4,6,"[2,3,3,2]","[1,1,2,3,2,2]","[[0,1,2,3,4,5],[0,1,2,4,5],[2,3,4],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.076168000,0.055209000,False
500422,4,4,"[3,1,3,1]","[3,1,1,2]","[[0,1,2],[2],[0,1,2,3],[1]]",UNSAT,UNSAT,"[0,1]",0.017988000,0.048636000,False
500423,1,3,[2],"[3,1,3]","[[1,2]]",FEASIBLE,FEASIBLE,null,0.004579000,0.016063000,False
500424,6,2,"[1,1,1,2,1,1]","[1,1]","[[0,1],[1],[0,1],[0,1],[0],[0]]",UNSAT,UNSAT,"[0,3]",0.019406000,0.046520000,False
500425,4,3,"[1,3,1,1]","[2,2,1]","[[2],[0,1,2],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.015064000,0.041687000,False
500426,1,7,[1],"[3,3,1,3,2,3,2]","[[1,4]]",FEASIBLE,FEASIBLE,null,0.006770000,0.131357000,False
500427,5,5,"[3,3,1,3,3]","[1,2,3,1,1]","[[0,2,4],[0,1,2,3,4],[2],[0,1,2,3,4],[2,3,4]]",UNSAT,UNSAT,"[0,4]",0.036951000,0.075141000,False
500428,3,7,"[2,3,2]","[1,1,1,3,2,2,3]","[[0,1,2,6],[0,3,5,6],[5,6]]",FEASIBLE,FEASIBLE,null,0.039269000,0.038728000,False
500429,7,5,"[2,2,1,3,1,1,3]","[3,1,3,3,3]","[[0,1,3,4],[0,1,2,3,4],[0,1,3,4],[0,1,2,3],[0,2,4],[0,2,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.599448000,0.099355000,False
500430,1,4,[1],"[3,2,2,2]","[[0,2,3]]",FEASIBLE,FEASIBLE,null,0.005489000,0.015363000,False
500431,1,4,[2],"[3,3,1,3]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.004836000,0.017296000,False
500432,4,4,"[2,1,2,3]","[3,2,2,2]","[[0,3],[1,2],[0,1,3],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.053511000,0.047857000,False
500433,6,5,"[1,3,1,1,3,2]","[2,3,3,3,2]","[[4],[0,1,2,3,4],[1],[1,2,3,4],[0,1,2,3,4],[1,2]]",FEASIBLE,FEASIBLE,null,0.418115000,0.071207000,False
500434,2,5,"[2,3]","[3,1,1,2,1]","[[0,2,3,4],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.014030000,0.031645000,False
500435,7,7,"[2,2,2,1,3,3,1]","[3,1,3,2,1,3,3]","[[0,1,3,4,5,6],[0,5],[0,1,2,4,5,6],[0,1,3,5],[0,1,2,3,4,5,6],[0,1,2,3,4,5],[3]]",FEASIBLE,FEASIBLE,null,0.807422000,0.103608000,False
500436,7,6,"[3,1,1,1,1,3,2]","[3,3,3,2,1,1]","[[1,2,3,4,5],[4,5],[2,3,4,5],[0,1,3,5],[1],[0,1,2,3],[0,4,5]]",FEASIBLE,FEASIBLE,null,0.798988000,0.065993000,False
500437,7,5,"[3,3,1,1,2,1,3]","[1,1,2,3,3]","[[0,1,2,3,4],[1,2,3,4],[3],[0],[0,2,3],[1,2,3,4],[1,2,3,4]]",UNSAT,UNSAT,"[0,1,4,6]",0.310298000,0.090603000,False
500438,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.032001000,0.042079000,False
500439,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.003205000,0.011647000,False
500440,1,5,[1],"[2,1,2,2,3]",[[1]],FEASIBLE,FEASIBLE,null,0.005669000,0.013432000,False
500441,7,4,"[2,2,2,1,1,3,2]","[3,1,3,3]","[[0,2],[0,1,2,3],[0,1,2],[2],[3],[0,1,2,3],[2,3]]",UNSAT,UNSAT,"[0,1,2,3,5]",0.422636000,0.077333000,False
500442,2,4,"[1,3]","[1,2,3,3]","[[2],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.012513000,0.023471000,False
500443,1,3,[2],"[1,3,3]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004295000,0.015415000,False
500444,4,6,"[1,2,3,1]","[3,3,1,2,2,1]","[[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.074560000,0.068263000,False
500445,1,4,[3],"[3,3,2,1]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.005392000,0.019606000,False
500446,7,2,"[1,1,2,1,1,1,2]","[1,2]","[[1],[0,1],[0,1],[1],[1],[0,1],[0,1]]",UNSAT,UNSAT,"[2,6]",0.044456000,0.053640000,False
500447,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007882000,0.027357000,False
500448,1,7,[2],"[3,3,2,1,3,3,3]","[[1,4,5,6]]",FEASIBLE,FEASIBLE,null,0.007206000,0.019965000,False
500449,1,6,[1],"[1,2,3,1,3,3]","[[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.006520000,0.018513000,False
500450,7,5,"[3,2,1,1,3,1,1]","[3,3,2,3,1]","[[0,1,2,3],[0,1,2,3],[0,1,2,3,4],[0,1,4],[0,1,3],[0,1,2,4],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.659689000,0.186033000,False
500451,7,4,"[1,3,2,2,2,1,2]","[2,2,1,1]","[[0,1,3],[0,1,2,3],[1,2,3],[0,1,2],[0,1,2,3],[0],[0,1,3]]",UNSAT,UNSAT,"[1,2,3]",0.190375000,0.077596000,False
500452,3,4,"[1,1,1]","[2,1,1,2]","[[1,2,3],[0,1,2,3],[1,2]]",FEASIBLE,FEASIBLE,null,0.026531000,0.027456000,False
500453,4,5,"[1,2,2,2]","[1,3,3,1,3]","[[3],[1,3,4],[0,1,2,3,4],[1,2,4]]",FEASIBLE,FEASIBLE,null,0.065400000,0.040770000,False
500454,7,3,"[1,1,1,1,1,2,1]","[2,2,2]","[[2],[1],[0],[0,1,2],[0,1,2],[1,2],[0,2]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.406660000,0.061908000,False
500455,3,6,"[3,2,2]","[2,3,2,2,1,3]","[[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,2,3,5]]",FEASIBLE,FEASIBLE,null,0.035649000,0.073595000,False
500456,2,2,"[1,1]","[2,1]","[[1],[0]]",FEASIBLE,FEASIBLE,null,0.008985000,0.016698000,False
500457,7,1,"[1,1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.040190000,0.044080000,False
500458,4,3,"[3,1,1,2]","[3,2,2]","[[0,1,2],[1,2],[1],[0,1,2]]",UNSAT,UNSAT,"[0,1,2,3]",0.046015000,0.047993000,False
500459,1,3,[1],"[3,3,1]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004563000,0.014332000,False
500460,1,6,[1],"[3,2,1,2,3,3]",[[3]],FEASIBLE,FEASIBLE,null,0.006358000,0.013974000,False
500461,7,2,"[2,1,2,1,1,1,2]","[2,2]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0],[0,1]]",UNSAT,UNSAT,"[0,1,2]",0.059851000,0.060283000,False
500462,5,5,"[3,3,3,1,1]","[3,2,2,3,3]","[[0,1,2,4],[1,2,3],[0,1,4],[1],[0]]",UNSAT,UNSAT,"[1,2,3]",0.094650000,0.079629000,False
500463,2,2,"[1,1]","[3,2]","[[0],[1]]",FEASIBLE,FEASIBLE,null,0.008657000,0.016823000,False
500464,3,3,"[2,2,1]","[3,1,1]","[[0,1,2],[0,2],[1]]",UNSAT,UNSAT,"[0,1,2]",0.025142000,0.173935000,False
500465,2,2,"[1,2]","[1,1]","[[1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.012306000,0.034038000,False
500466,1,3,[1],"[1,3,1]",[[1]],FEASIBLE,FEASIBLE,null,0.004582000,0.012579000,False
500467,7,2,"[2,1,2,1,1,1,1]","[2,2]","[[0,1],[0],[0,1],[1],[0],[1],[0]]",UNSAT,UNSAT,"[0,1,2]",0.075382000,0.054160000,False
500468,5,7,"[3,1,3,1,3]","[2,3,1,3,2,1,1]","[[0,1,3,6],[1,2,3,4,5,6],[0,2,5,6],[3],[1,2,5]]",UNSAT,UNSAT,"[2,4]",0.076504000,0.080599000,False
500469,4,6,"[1,2,2,3]","[2,2,2,3,2,2]","[[0,1,2,3,4,5],[0,2,3,4],[1,2,3,4],[0,3,4,5]]",FEASIBLE,FEASIBLE,null,0.076004000,0.047143000,False
500470,3,7,"[2,3,1]","[1,2,2,3,1,1,1]","[[1,3,5,6],[0,3,6],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.046324000,0.042058000,False
500471,4,5,"[2,3,1,1]","[1,2,2,2,2]","[[0,2,3,4],[0,1,2,3,4],[1,2,3,4],[0]]",FEASIBLE,FEASIBLE,null,0.065821000,0.054059000,False
500472,6,7,"[1,1,1,2,3,2]","[3,1,3,1,2,2,3]","[[0,1,3,6],[2,6],[4],[0,1,2,5,6],[2,4,6],[3,4]]",UNSAT,UNSAT,"[2,4,5]",0.228590000,0.072550000,False
500473,5,7,"[1,2,3,1,3]","[3,3,2,1,3,1,2]","[[0,2,4],[0,1,2,3,4,5,6],[0,3,4],[4,6],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.231719000,0.058169000,False
500474,6,3,"[2,2,1,2,1,1]","[2,2,2]","[[0,1],[1,2],[0],[0,2],[0],[0,1,2]]",UNSAT,UNSAT,"[0,2,3]",0.078130000,0.066139000,False
500475,2,2,"[1,1]","[1,1]","[[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.008314000,0.023031000,False
500476,3,6,"[1,2,2]","[1,1,2,3,2,3]","[[0,1,2,3,4],[0,1,2,3,4,5],[0,2,4]]",FEASIBLE,FEASIBLE,null,0.034468000,0.132509000,False
500477,6,3,"[1,1,2,1,1,1]","[1,3,1]","[[2],[1],[1,2],[0],[0,1,2],[2]]",UNSAT,UNSAT,"[0,2]",0.022631000,0.048047000,False
