seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,mismatch
500321,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.063887000,0.044464000,False
500322,7,3,"[1,1,1,1,1,2,2]","[2,1,2]","[[1,2],[1],[2],[0,2],[1,2],[0,1],[0,1,2]]",UNSAT,UNSAT,"[1,5]",0.049253000,0.063893000,False
500323,6,6,"[1,3,3,1,3,1]","[3,3,3,3,1,3]","[[3],[0,1,2,4,5],[1,2,4,5],[0],[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.358682000,0.066762000,False
500324,1,6,[2],"[3,3,2,2,3,3]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.006785000,0.021867000,False
500325,6,6,"[1,1,2,2,3,3]","[2,1,2,2,1,2]","[[0,1,2,4,5],[1,2,3,4,5],[0,2,4,5],[0,1,2,3,4],[0,1,2,4],[0,1,2,3]]",UNSAT,UNSAT,"[2,3,4,5]",0.388412000,0.181486000,False
500326,1,7,[1],"[1,2,1,3,2,2,1]","[[0,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.007969000,0.021662000,False
500327,2,4,"[2,2]","[3,2,2,2]","[[0,1,2,3],[0,3]]",FEASIBLE,FEASIBLE,null,0.013054000,0.026739000,False
500328,5,4,"[3,1,2,3,3]","[2,2,1,3]","[[0,1,2,3],[0,1,2,3],[1,2,3],[0,1,2,3],[1,2,3]]",UNSAT,UNSAT,"[0,2,4]",0.076278000,0.073239000,False
500329,4,2,"[1,1,1,1]","[3,2]","[[1],[0],[1],[0]]",FEASIBLE,FEASIBLE,null,0.036425000,0.025864000,False
500330,5,5,"[1,1,2,1,1]","[2,1,2,2,3]","[[0,1,2,3,4],[1,2,3,4],[0,2,3],[1,2,3],[0,3,4]]",FEASIBLE,FEASIBLE,null,0.148226000,0.046679000,False
500331,1,3,[2],"[2,1,2]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004734000,0.017301000,False
500332,2,2,"[1,1]","[2,2]","[[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.008961000,0.018562000,False
500333,7,7,"[3,2,3,1,1,1,2]","[1,1,3,3,3,2,1]","[[0,1,2,3,4,5],[0,1,2,4,5,6],[0,1,2,3,5],[0,1,2],[1,2,5,6],[0,1],[1,3]]",FEASIBLE,FEASIBLE,null,0.887760000,0.244321000,False
500334,1,7,[3],"[3,3,1,3,1,2,3]","[[0,1,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.007695000,0.025529000,False
500335,3,1,"[1,1,1]",[2],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.013069000,0.031374000,False
500336,6,2,"[1,1,1,1,1,1]","[3,2]","[[1],[0,1],[0,1],[0],[0],[0,1]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.175379000,0.054121000,False
500337,7,4,"[1,1,2,2,1,1,1]","[3,1,2,2]","[[1,2,3],[1,2],[0,2],[0,3],[0,2],[0,1,3],[3]]",UNSAT,UNSAT,"[0,1,2,3,4,5,6]",0.519283000,0.072782000,False
500338,7,6,"[1,1,2,1,1,3,1]","[1,3,1,2,1,3]","[[4],[0,2,3,4],[1,2,3,5],[1,2,3,4,5],[5],[0,1,2,4,5],[5]]",FEASIBLE,FEASIBLE,null,0.747364000,0.076985000,False
500339,4,6,"[1,2,2,2]","[3,3,1,2,1,2]","[[1,2,4,5],[1,3,5],[1,3,4],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.082024000,0.046169000,False
500340,1,6,[3],"[3,2,1,1,2,2]","[[0,2,3,5]]",FEASIBLE,FEASIBLE,null,0.006989000,0.022914000,False
500341,4,6,"[1,2,2,2]","[2,1,1,1,1,2]","[[0,1],[0,1,2,3,4,5],[0,1,2,3,4],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.083504000,0.080152000,False
500342,7,3,"[1,3,2,2,1,1,1]","[2,2,3]","[[2],[0,1,2],[0,1,2],[1,2],[0,1,2],[2],[1,2]]",UNSAT,UNSAT,"[0,1,2,3]",0.197775000,0.072540000,False
500343,6,6,"[1,1,1,3,2,2]","[3,1,3,1,3,3]","[[0],[2,3,5],[1],[0,2,5],[0,1,2,3,4,5],[3,4]]",FEASIBLE,FEASIBLE,null,0.360074000,0.061727000,False
500344,1,4,[1],"[2,2,3,3]",[[0]],FEASIBLE,FEASIBLE,null,0.005585000,0.138700000,False
500345,6,2,"[2,1,2,1,1,1]","[3,1]","[[0,1],[1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.016983000,0.056296000,False
500346,2,3,"[1,2]","[3,3,1]","[[0,1],[0,2]]",FEASIBLE,FEASIBLE,null,0.011065000,0.022049000,False
500347,7,7,"[3,1,1,2,3,2,3]","[3,2,3,2,1,2,3]","[[1,2,4,5,6],[4],[3],[1,2,5],[0,1,3,4,5,6],[0,1,2,3,4,5,6],[0,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.848246000,0.115550000,False
500348,7,6,"[1,2,1,2,2,1,1]","[3,3,3,3,2,3]","[[0],[0,1,2,3,4,5],[0,1,2,3,4],[0,1,2,4,5],[0,2,3,4],[0,1,5],[3]]",FEASIBLE,FEASIBLE,null,0.749897000,0.064572000,False
500349,3,2,"[1,2,1]","[3,1]","[[1],[0,1],[0]]",UNSAT,UNSAT,"[0,1]",0.011284000,0.033849000,False
500350,3,2,"[1,1,1]","[1,3]","[[0,1],[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.081107000,0.042024000,False
500351,4,3,"[2,2,1,1]","[2,1,2]","[[0,1],[0,1],[1],[0,2]]",UNSAT,UNSAT,"[0,1]",0.016294000,0.046832000,False
500352,7,5,"[3,1,2,1,1,1,2]","[2,2,1,3,1]","[[0,2,4],[1],[0,2,3,4],[4],[0,1,2,3,4],[3],[1,2,3,4]]",UNSAT,UNSAT,"[0,3]",0.043161000,0.082279000,False
500353,2,7,"[3,1]","[1,1,1,1,1,1,1]","[[0,1,2,3,4,5,6],[1,3,5]]",FEASIBLE,FEASIBLE,null,0.019691000,0.033579000,False
500354,4,5,"[1,1,2,3]","[3,1,3,2,1]","[[3],[0,1,2,3,4],[2,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.070614000,0.042519000,False
500355,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008199000,0.028734000,False
500356,5,4,"[3,1,2,3,3]","[3,3,1,2]","[[0,1,2,3],[0],[0,1,2,3],[0,1,3],[1,2,3]]",UNSAT,UNSAT,"[0,3,4]",0.081475000,0.181092000,False
500357,5,2,"[1,1,2,1,1]","[2,3]","[[0,1],[1],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.072782000,0.048407000,False
500358,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.011837000,0.040948000,False
500359,1,6,[1],"[1,2,1,1,3,3]",[[2]],FEASIBLE,FEASIBLE,null,0.006661000,0.015455000,False
500360,1,5,[1],"[2,3,1,1,2]",[[0]],FEASIBLE,FEASIBLE,null,0.005827000,0.057021000,False
500361,7,1,"[1,1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.094662000,0.066622000,False
500362,7,5,"[2,1,3,3,1,1,2]","[1,1,1,2,2]","[[1,2],[0,1,3],[1,2,3,4],[0,1,2,3,4],[0,4],[3],[0,4]]",UNSAT,UNSAT,"[0,2]",0.039305000,0.080813000,False
500363,1,3,[1],"[2,2,2]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004790000,0.014509000,False
500364,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.003258000,0.011443000,False
500365,5,6,"[1,1,1,2,2]","[3,3,1,1,3,3]","[[0,2,4],[1],[0,2,3,4,5],[0,2,3,4,5],[0,1]]",FEASIBLE,FEASIBLE,null,0.181865000,0.058191000,False
500366,2,7,"[1,1]","[2,2,3,2,3,2,2]","[[3,4],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.019174000,0.023177000,False
500367,3,6,"[2,1,3]","[2,1,2,3,1,2]","[[0,2,5],[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.037503000,0.039953000,False
500368,5,1,"[1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.040505000,0.037977000,False
500369,1,5,[3],"[2,1,3,2,2]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.006198000,0.021684000,False
500370,1,7,[1],"[3,1,2,3,1,3,1]","[[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.007423000,0.017449000,False
500371,6,3,"[2,1,3,1,1,1]","[3,3,2]","[[0,1,2],[0],[0,1,2],[0],[0,2],[1,2]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.173045000,0.155871000,False
500372,3,3,"[1,1,2]","[1,3,3]","[[1],[2],[0,2]]",FEASIBLE,FEASIBLE,null,0.022802000,0.024993000,False
500373,3,5,"[2,1,3]","[1,2,3,2,2]","[[0,2,3,4],[1,3],[1,3,4]]",FEASIBLE,FEASIBLE,null,0.032492000,0.033669000,False
500374,4,4,"[2,1,3,1]","[2,3,1,3]","[[0,1,2,3],[0,1,2,3],[0,1,2,3],[0,3]]",FEASIBLE,FEASIBLE,null,0.055660000,0.042168000,False
500375,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.003406000,0.011776000,False
500376,4,5,"[1,1,2,2]","[3,3,2,3,1]","[[0,1,2,3],[0,2],[0,1,3,4],[3,4]]",FEASIBLE,FEASIBLE,null,0.088051000,0.038751000,False
500377,7,2,"[1,1,1,2,1,2,2]","[1,1]","[[0],[0,1],[1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,3]",0.021985000,0.055938000,False
500378,7,3,"[1,2,3,1,1,2,1]","[3,3,2]","[[0],[1,2],[0,1,2],[0],[0],[1,2],[0,1,2]]",UNSAT,UNSAT,"[1,2,5]",0.131194000,0.066314000,False
500379,4,6,"[1,1,3,1]","[1,2,1,3,1,3]","[[3,4,5],[1,2],[1,3,5],[0,1,2,4,5]]",FEASIBLE,FEASIBLE,null,0.079522000,0.039140000,False
500380,7,4,"[2,2,1,3,1,1,1]","[2,3,1,3]","[[0,1],[0,2],[2],[0,1,2,3],[2,3],[0,1,2,3],[0,1,2]]",UNSAT,UNSAT,"[1,2]",0.048959000,0.095602000,False
500381,3,3,"[1,2,2]","[2,3,3]","[[0,1,2],[0,1,2],[0,2]]",FEASIBLE,FEASIBLE,null,0.022353000,0.038770000,False
500382,3,4,"[2,1,1]","[2,3,1,3]","[[0,1,3],[3],[2]]",FEASIBLE,FEASIBLE,null,0.026990000,0.026020000,False
500383,4,6,"[2,2,3,2]","[1,3,2,3,3,1]","[[0,1,2,3,5],[0,1,2,3,4],[0,2,3],[0,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.078326000,0.070630000,False
500384,6,6,"[2,2,2,1,3,1]","[1,3,3,1,2,2]","[[1,2,4,5],[1,3,4],[0,1,2,5],[1],[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.346896000,0.182702000,False
500385,6,6,"[1,1,2,1,1,1]","[3,2,2,1,1,3]","[[0,1,2,3,4,5],[1,2],[0,4],[0,1,2,3,4],[5],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.364841000,0.051649000,False
500386,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006991000,0.016207000,False
500387,7,2,"[1,1,1,1,1,1,1]","[2,3]","[[0],[0,1],[0,1],[0],[0],[1],[0]]",UNSAT,UNSAT,"[0,3,4]",0.080859000,0.066911000,False
500388,3,2,"[1,2,1]","[1,3]","[[0,1],[0,1],[0]]",UNSAT,UNSAT,"[1,2]",0.014609000,0.043228000,False
500389,3,4,"[2,3,1]","[3,2,1,2]","[[0,3],[0,1,2,3],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.067527000,0.034941000,False
500390,7,5,"[1,2,1,1,3,3,2]","[3,2,2,3,2]","[[0,1,2,4],[0,2,3,4],[0,1,3,4],[0,1,2,3],[0,1,2,3,4],[0,1,2,3,4],[0,1,2]]",UNSAT,UNSAT,"[0,1,2,3,4,5,6]",0.618986000,0.125491000,False
500391,6,4,"[1,3,1,3,3,1]","[2,1,2,2]","[[0,1,2,3],[0,1,2],[0,1,2,3],[0,1,2,3],[0,1,3],[3]]",UNSAT,UNSAT,"[1,4]",0.050120000,0.073086000,False
500392,4,7,"[2,1,1,2]","[2,2,2,2,2,2,3]","[[0,1,2,3,5,6],[0,1,3,6],[1,2],[1,6]]",FEASIBLE,FEASIBLE,null,0.102993000,0.052579000,False
500393,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008147000,0.028445000,False
500394,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.009504000,0.032156000,False
500395,3,5,"[2,3,2]","[2,2,3,1,2]","[[0,1,4],[0,1,2,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.032216000,0.041340000,False
500396,3,2,"[1,2,1]","[3,1]","[[0],[0,1],[1]]",UNSAT,UNSAT,"[1,2]",0.014683000,0.128993000,False
500397,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.032360000,0.041338000,False
500398,7,7,"[1,2,1,2,3,2,1]","[1,1,1,1,1,1,3]","[[1,2],[0,1,3,5],[0,3,4,5,6],[0,1,2,3,4,5,6],[1,2,5,6],[1,3,5,6],[3,4,5]]",UNSAT,UNSAT,"[0,1,4,5]",0.433637000,0.133119000,False
500399,2,3,"[2,1]","[3,1,3]","[[0,1,2],[0,2]]",FEASIBLE,FEASIBLE,null,0.010844000,0.022045000,False
500400,3,1,"[1,1,1]",[2],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.015696000,0.037480000,False
500401,2,3,"[1,2]","[3,2,2]","[[2],[0,2]]",FEASIBLE,FEASIBLE,null,0.010573000,0.024038000,False
500402,4,3,"[1,1,1,1]","[2,1,3]","[[2],[1],[0,1,2],[1,2]]",FEASIBLE,FEASIBLE,null,0.043990000,0.032430000,False
500403,7,5,"[2,2,2,3,2,2,2]","[2,3,2,2,3]","[[0,2],[0,1,2,3,4],[0,2,3,4],[1,2,4],[0,2,3,4],[2,3,4],[0,1]]",UNSAT,UNSAT,"[0,2,3,4,5]",0.486992000,0.089421000,False
500404,1,3,[2],"[2,1,1]","[[1,2]]",FEASIBLE,FEASIBLE,null,0.012896000,0.016101000,False
500405,2,3,"[1,1]","[1,3,1]","[[0,1,2],[1]]",FEASIBLE,FEASIBLE,null,0.010364000,0.018473000,False
500406,2,6,"[1,1]","[3,3,2,1,3,2]","[[0,4],[0,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.015665000,0.022085000,False
500407,1,4,[1],"[1,1,1,2]",[[0]],FEASIBLE,FEASIBLE,null,0.004999000,0.012680000,False
500408,6,4,"[1,1,2,1,3,1]","[2,3,2,3]","[[1],[0,2,3],[0,1],[0],[0,1,2,3],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.232585000,0.065222000,False
500409,2,5,"[2,3]","[3,1,3,3,1]","[[0,2,3,4],[0,3,4]]",FEASIBLE,FEASIBLE,null,0.014279000,0.028537000,False
500410,7,4,"[3,1,2,1,1,2,3]","[1,1,2,1]","[[0,2,3],[0],[0,1,2,3],[1],[1,3],[0,1,2,3],[0,1,2]]",UNSAT,UNSAT,"[0,1]",0.027313000,0.171315000,False
500411,4,3,"[2,1,2,1]","[1,3,2]","[[0,1,2],[0,1,2],[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.043106000,0.037287000,False
500412,2,3,"[2,3]","[2,3,1]","[[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.009916000,0.025361000,False
500413,3,4,"[1,2,1]","[2,3,1,1]","[[0,1],[0,1,2,3],[0,2,3]]",FEASIBLE,FEASIBLE,null,0.025721000,0.029350000,False
500414,3,6,"[2,1,2]","[2,1,1,1,2,1]","[[0,1],[1],[0,1,2,3]]",UNSAT,UNSAT,"[0,1]",0.018987000,0.037674000,False
500415,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.011960000,0.018835000,False
500416,1,6,[1],"[1,2,3,3,2,2]","[[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.006379000,0.016714000,False
500417,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.022718000,0.031985000,False
500418,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.003197000,0.010581000,False
500419,4,3,"[2,1,1,1]","[2,1,2]","[[0,2],[1],[0,1,2],[0,1]]",FEASIBLE,FEASIBLE,null,0.043155000,0.038902000,False
500420,5,4,"[1,1,1,2,3]","[3,2,2,1]","[[3],[1],[1,3],[1,2],[0,1,2,3]]",UNSAT,UNSAT,"[0,1,2,3]",0.089273000,0.050004000,False
500421,4,6,"[2,3,3,2]","[1,1,2,3,2,2]","[[0,1,2,3,4,5],[0,1,2,4,5],[2,3,4],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.074107000,0.053648000,False
500422,4,4,"[3,1,3,1]","[3,1,1,2]","[[0,1,2],[2],[0,1,2,3],[1]]",UNSAT,UNSAT,"[0,1]",0.017335000,0.046332000,False
500423,1,3,[2],"[3,1,3]","[[1,2]]",FEASIBLE,FEASIBLE,null,0.004352000,0.015123000,False
500424,6,2,"[1,1,1,2,1,1]","[1,1]","[[0,1],[1],[0,1],[0,1],[0],[0]]",UNSAT,UNSAT,"[0,3]",0.018726000,0.044090000,False
500425,4,3,"[1,3,1,1]","[2,2,1]","[[2],[0,1,2],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.014509000,0.038867000,False
500426,1,7,[1],"[3,3,1,3,2,3,2]","[[1,4]]",FEASIBLE,FEASIBLE,null,0.006632000,0.119410000,False
500427,5,5,"[3,3,1,3,3]","[1,2,3,1,1]","[[0,2,4],[0,1,2,3,4],[2],[0,1,2,3,4],[2,3,4]]",UNSAT,UNSAT,"[0,4]",0.035499000,0.065372000,False
500428,3,7,"[2,3,2]","[1,1,1,3,2,2,3]","[[0,1,2,6],[0,3,5,6],[5,6]]",FEASIBLE,FEASIBLE,null,0.038063000,0.035899000,False
500429,7,5,"[2,2,1,3,1,1,3]","[3,1,3,3,3]","[[0,1,3,4],[0,1,2,3,4],[0,1,3,4],[0,1,2,3],[0,2,4],[0,2,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.588341000,0.087211000,False
500430,1,4,[1],"[3,2,2,2]","[[0,2,3]]",FEASIBLE,FEASIBLE,null,0.005114000,0.013772000,False
500431,1,4,[2],"[3,3,1,3]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.004601000,0.016516000,False
500432,4,4,"[2,1,2,3]","[3,2,2,2]","[[0,3],[1,2],[0,1,3],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.051820000,0.044597000,False
500433,6,5,"[1,3,1,1,3,2]","[2,3,3,3,2]","[[4],[0,1,2,3,4],[1],[1,2,3,4],[0,1,2,3,4],[1,2]]",FEASIBLE,FEASIBLE,null,0.288398000,0.062582000,False
500434,2,5,"[2,3]","[3,1,1,2,1]","[[0,2,3,4],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.013145000,0.027656000,False
500435,7,7,"[2,2,2,1,3,3,1]","[3,1,3,2,1,3,3]","[[0,1,3,4,5,6],[0,5],[0,1,2,4,5,6],[0,1,3,5],[0,1,2,3,4,5,6],[0,1,2,3,4,5],[3]]",FEASIBLE,FEASIBLE,null,0.750597000,0.107860000,False
500436,7,6,"[3,1,1,1,1,3,2]","[3,3,3,2,1,1]","[[1,2,3,4,5],[4,5],[2,3,4,5],[0,1,3,5],[1],[0,1,2,3],[0,4,5]]",FEASIBLE,FEASIBLE,null,0.642708000,0.056545000,False
500437,7,5,"[3,3,1,1,2,1,3]","[1,1,2,3,3]","[[0,1,2,3,4],[1,2,3,4],[3],[0],[0,2,3],[1,2,3,4],[1,2,3,4]]",UNSAT,UNSAT,"[0,1,4,6]",0.285924000,0.078032000,False
500438,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.040868000,0.038430000,False
500439,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.002961000,0.010289000,False
500440,1,5,[1],"[2,1,2,2,3]",[[1]],FEASIBLE,FEASIBLE,null,0.005252000,0.011993000,False
500441,7,4,"[2,2,2,1,1,3,2]","[3,1,3,3]","[[0,2],[0,1,2,3],[0,1,2],[2],[3],[0,1,2,3],[2,3]]",UNSAT,UNSAT,"[0,1,2,3,5]",0.342227000,0.065779000,False
500442,2,4,"[1,3]","[1,2,3,3]","[[2],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.011103000,0.020605000,False
500443,1,3,[2],"[1,3,3]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.003868000,0.013632000,False
500444,4,6,"[1,2,3,1]","[3,3,1,2,2,1]","[[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.068082000,0.040774000,False
500445,1,4,[3],"[3,3,2,1]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004493000,0.016915000,False
500446,7,2,"[1,1,2,1,1,1,2]","[1,2]","[[1],[0,1],[0,1],[1],[1],[0,1],[0,1]]",UNSAT,UNSAT,"[2,6]",0.040192000,0.047071000,False
500447,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006873000,0.023813000,False
500448,1,7,[2],"[3,3,2,1,3,3,3]","[[1,4,5,6]]",FEASIBLE,FEASIBLE,null,0.006349000,0.017253000,False
500449,1,6,[1],"[1,2,3,1,3,3]","[[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.005859000,0.014858000,False
500450,7,5,"[3,2,1,1,3,1,1]","[3,3,2,3,1]","[[0,1,2,3],[0,1,2,3],[0,1,2,3,4],[0,1,4],[0,1,3],[0,1,2,4],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.533241000,0.173237000,False
500451,7,4,"[1,3,2,2,2,1,2]","[2,2,1,1]","[[0,1,3],[0,1,2,3],[1,2,3],[0,1,2],[0,1,2,3],[0],[0,1,3]]",UNSAT,UNSAT,"[1,2,3]",0.138270000,0.066122000,False
500452,3,4,"[1,1,1]","[2,1,1,2]","[[1,2,3],[0,1,2,3],[1,2]]",FEASIBLE,FEASIBLE,null,0.023583000,0.024140000,False
500453,4,5,"[1,2,2,2]","[1,3,3,1,3]","[[3],[1,3,4],[0,1,2,3,4],[1,2,4]]",FEASIBLE,FEASIBLE,null,0.059010000,0.035428000,False
500454,7,3,"[1,1,1,1,1,2,1]","[2,2,2]","[[2],[1],[0],[0,1,2],[0,1,2],[1,2],[0,2]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.329749000,0.053042000,False
500455,3,6,"[3,2,2]","[2,3,2,2,1,3]","[[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,2,3,5]]",FEASIBLE,FEASIBLE,null,0.032313000,0.036520000,False
500456,2,2,"[1,1]","[2,1]","[[1],[0]]",FEASIBLE,FEASIBLE,null,0.007617000,0.014156000,False
500457,7,1,"[1,1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.035867000,0.038802000,False
500458,4,3,"[3,1,1,2]","[3,2,2]","[[0,1,2],[1,2],[1],[0,1,2]]",UNSAT,UNSAT,"[0,1,2,3]",0.040778000,0.041675000,False
500459,1,3,[1],"[3,3,1]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004172000,0.012790000,False
500460,1,6,[1],"[3,2,1,2,3,3]",[[3]],FEASIBLE,FEASIBLE,null,0.005597000,0.012335000,False
500461,7,2,"[2,1,2,1,1,1,2]","[2,2]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0],[0,1]]",UNSAT,UNSAT,"[0,1,2]",0.052707000,0.050851000,False
500462,5,5,"[3,3,3,1,1]","[3,2,2,3,3]","[[0,1,2,4],[1,2,3],[0,1,4],[1],[0]]",UNSAT,UNSAT,"[1,2,3]",0.083226000,0.063982000,False
500463,2,2,"[1,1]","[3,2]","[[0],[1]]",FEASIBLE,FEASIBLE,null,0.007681000,0.014450000,False
500464,3,3,"[2,2,1]","[3,1,1]","[[0,1,2],[0,2],[1]]",UNSAT,UNSAT,"[0,1,2]",0.019343000,0.131360000,False
500465,2,2,"[1,2]","[1,1]","[[1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.007633000,0.024424000,False
500466,1,3,[1],"[1,3,1]",[[1]],FEASIBLE,FEASIBLE,null,0.003899000,0.011108000,False
500467,7,2,"[2,1,2,1,1,1,1]","[2,2]","[[0,1],[0],[0,1],[1],[0],[1],[0]]",UNSAT,UNSAT,"[0,1,2]",0.053018000,0.053834000,False
500468,5,7,"[3,1,3,1,3]","[2,3,1,3,2,1,1]","[[0,1,3,6],[1,2,3,4,5,6],[0,2,5,6],[3],[1,2,5]]",UNSAT,UNSAT,"[2,4]",0.068988000,0.069680000,False
500469,4,6,"[1,2,2,3]","[2,2,2,3,2,2]","[[0,1,2,3,4,5],[0,2,3,4],[1,2,3,4],[0,3,4,5]]",FEASIBLE,FEASIBLE,null,0.067568000,0.042232000,False
500470,3,7,"[2,3,1]","[1,2,2,3,1,1,1]","[[1,3,5,6],[0,3,6],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.036245000,0.032494000,False
500471,4,5,"[2,3,1,1]","[1,2,2,2,2]","[[0,2,3,4],[0,1,2,3,4],[1,2,3,4],[0]]",FEASIBLE,FEASIBLE,null,0.059219000,0.046656000,False
500472,6,7,"[1,1,1,2,3,2]","[3,1,3,1,2,2,3]","[[0,1,3,6],[2,6],[4],[0,1,2,5,6],[2,4,6],[3,4]]",UNSAT,UNSAT,"[2,4,5]",0.214575000,0.065084000,False
500473,5,7,"[1,2,3,1,3]","[3,3,2,1,3,1,2]","[[0,2,4],[0,1,2,3,4,5,6],[0,3,4],[4,6],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.164116000,0.049329000,False
500474,6,3,"[2,2,1,2,1,1]","[2,2,2]","[[0,1],[1,2],[0],[0,2],[0],[0,1,2]]",UNSAT,UNSAT,"[0,2,3]",0.064571000,0.050139000,False
500475,2,2,"[1,1]","[1,1]","[[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.007723000,0.020731000,False
500476,3,6,"[1,2,2]","[1,1,2,3,2,3]","[[0,1,2,3,4],[0,1,2,3,4,5],[0,2,4]]",FEASIBLE,FEASIBLE,null,0.031508000,0.125459000,False
500477,6,3,"[1,1,2,1,1,1]","[1,3,1]","[[2],[1],[1,2],[0],[0,1,2],[2]]",UNSAT,UNSAT,"[0,2]",0.022552000,0.067165000,False
