seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,maximum_flow,total_demand,flow_nodes,flow_edges,mismatch
300314,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007734000,0.027828000,1,3,6,7,False
300315,4,4,"[2,1,3,1]","[3,1,3,2]","[[0,1,2,3],[1,2,3],[0,1,2,3],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.055365000,0.041731000,7,7,10,22,False
300316,4,6,"[1,1,1,1]","[3,2,1,2,3,2]","[[1,2,3,4,5],[3,4,5],[1,3,4],[0,3]]",FEASIBLE,FEASIBLE,null,0.078255000,0.034359000,4,4,12,23,False
300317,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008964000,0.034977000,1,4,7,9,False
300318,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.003418000,0.011688000,1,1,4,3,False
300319,6,6,"[1,2,3,1,2,2]","[3,3,2,3,1,3]","[[0,1,2,3,5],[2,3,5],[0,1,2,3,4,5],[4],[3,5],[0,3,4,5]]",FEASIBLE,FEASIBLE,null,0.364004000,0.063183000,11,11,14,33,False
300320,1,6,[1],"[2,2,2,1,2,2]",[[2]],FEASIBLE,FEASIBLE,null,0.006536000,0.015322000,1,1,9,8,False
300321,1,6,[2],"[3,3,2,1,1,3]","[[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.006476000,0.023653000,2,2,9,12,False
300322,5,6,"[1,3,1,1,1]","[2,3,2,1,1,2]","[[1,2,5],[0,1,2,3,4,5],[0,4],[3],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.260706000,0.046270000,7,7,13,29,False
300323,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.003376000,0.011793000,1,1,4,3,False
300324,3,2,"[1,1,1]","[2,2]","[[0],[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.017037000,0.023434000,3,3,7,10,False
300325,4,5,"[1,1,1,2]","[3,2,3,1,3]","[[3],[0],[1],[0,3,4]]",FEASIBLE,FEASIBLE,null,0.065909000,0.032145000,5,5,11,15,False
300326,3,6,"[2,1,3]","[1,3,2,2,1,2]","[[0,1,2,3,4],[3],[1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.036090000,0.036200000,6,6,11,20,False
300327,1,3,[1],"[1,3,1]",[[0]],FEASIBLE,FEASIBLE,null,0.004656000,0.013056000,1,1,6,5,False
300328,4,5,"[1,1,2,2]","[1,1,2,2,2]","[[1,3,4],[1],[1,2,3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.066227000,0.050777000,6,6,11,21,False
300329,4,6,"[2,1,1,1]","[2,3,3,1,2,3]","[[1,2,3,4,5],[0,1,4,5],[0,4],[0]]",FEASIBLE,FEASIBLE,null,0.138478000,0.051471000,5,5,12,22,False
300330,4,4,"[3,1,1,1]","[2,1,3,2]","[[0,2,3],[1],[0,1,3],[0]]",FEASIBLE,FEASIBLE,null,0.055910000,0.046505000,6,6,10,16,False
300331,1,5,[3],"[3,1,1,2,2]","[[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.005784000,0.037466000,3,3,8,11,False
300332,6,3,"[2,3,3,2,3,1]","[2,2,3]","[[0,2],[0,1,2],[0,1,2],[1,2],[0,1,2],[0,2]]",UNSAT,UNSAT,"[0,1,2]",0.060666000,0.067093000,7,14,11,24,False
300333,1,5,[3],"[3,2,2,2,2]","[[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.005718000,0.021059000,3,3,8,10,False
300334,2,6,"[2,1]","[3,2,2,2,1,3]","[[0,1,2,3,4],[0]]",FEASIBLE,FEASIBLE,null,0.015528000,0.026256000,3,3,10,14,False
300335,2,1,"[1,1]",[1],"[[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006372000,0.023224000,1,2,5,5,False
300336,5,5,"[2,3,1,3,1]","[3,1,3,1,3]","[[0,1],[0,1,2,3,4],[4],[1,2,4],[0,1,2,3,4]]",UNSAT,UNSAT,"[0,3]",0.033026000,0.151925000,9,10,12,26,False
300337,6,3,"[3,1,1,1,1,1]","[3,2,3]","[[0,1,2],[0,1,2],[0,2],[1],[0,2],[0,1]]",FEASIBLE,FEASIBLE,null,0.186313000,0.056986000,8,8,11,22,False
300338,6,6,"[3,1,2,1,2,1]","[3,3,2,2,3,2]","[[1,2,5],[0,1,2,3,4,5],[2,5],[5],[0,1,2,3,4,5],[4]]",UNSAT,UNSAT,"[0,2,3]",0.124965000,0.063552000,9,10,14,31,False
300339,2,3,"[1,2]","[2,2,3]","[[1],[0,2]]",FEASIBLE,FEASIBLE,null,0.010447000,0.040767000,3,3,7,8,False
300340,1,6,[3],"[2,1,1,3,2,2]","[[0,1,4]]",FEASIBLE,FEASIBLE,null,0.006607000,0.020701000,3,3,9,10,False
300341,4,5,"[1,3,1,1]","[2,1,2,3,2]","[[3],[0,1,2,3,4],[1],[2]]",FEASIBLE,FEASIBLE,null,0.063244000,0.044961000,6,6,11,17,False
300342,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010387000,0.035071000,1,5,8,11,False
300343,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.014798000,0.019802000,3,3,6,7,False
300344,6,6,"[3,2,1,1,1,3]","[2,3,1,1,2,3]","[[0,2,3,4],[1,2],[0,1,2,3,4,5],[4],[2,3,4],[0,1,2,3]]",UNSAT,UNSAT,"[0,1,5]",0.117845000,0.106947000,9,11,14,32,False
300345,6,4,"[2,1,1,2,1,1]","[2,1,3,2]","[[0,1,2,3],[1],[0,3],[0,2],[1],[1,3]]",UNSAT,UNSAT,"[1,4]",0.045987000,0.067629000,7,8,12,22,False
300346,2,5,"[2,1]","[1,1,3,2,2]","[[0,1,3],[0,4]]",FEASIBLE,FEASIBLE,null,0.013654000,0.022961000,3,3,9,12,False
300347,4,6,"[2,3,2,1]","[1,3,3,2,2,2]","[[0,1,3,4],[1,2,3,4,5],[1,3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.073302000,0.045976000,8,8,12,26,False
300348,4,2,"[1,1,2,1]","[1,1]","[[0,1],[0],[0,1],[0,1]]",UNSAT,UNSAT,"[0,2]",0.014024000,0.039576000,2,5,8,13,False
300349,2,4,"[1,1]","[1,1,2,1]","[[0,1,2,3],[0,1]]",FEASIBLE,FEASIBLE,null,0.011923000,0.111093000,2,2,8,12,False
300350,2,4,"[1,2]","[3,1,2,2]","[[1],[1,2]]",UNSAT,UNSAT,"[0,1]",0.011770000,0.027951000,2,3,8,9,False
300351,4,5,"[3,1,2,3]","[3,1,1,2,1]","[[0,1,2,4],[0,2,3,4],[1,2,3,4],[2,3,4]]",UNSAT,UNSAT,"[0,3]",0.028219000,0.056846000,7,9,11,24,False
300352,4,6,"[2,2,2,3]","[2,2,2,2,2,1]","[[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,2,4,5],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.073024000,0.072975000,9,9,12,31,False
300353,5,1,"[1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.037071000,0.036312000,3,5,8,11,False
300354,3,4,"[3,1,2]","[3,1,1,3]","[[0,1,2],[0,1,2,3],[0,1]]",UNSAT,UNSAT,"[0,2]",0.018181000,0.039680000,5,6,9,16,False
300355,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010683000,0.037525000,1,6,9,13,False
300356,5,6,"[1,1,3,1,1]","[3,1,2,2,3,1]","[[2],[3],[0,1,2,3,4,5],[0,1,2,3,5],[2,5]]",FEASIBLE,FEASIBLE,null,0.152714000,0.043206000,7,7,13,26,False
300357,1,2,[2],"[1,3]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003916000,0.021608000,2,2,5,5,False
300358,2,4,"[1,3]","[1,1,3,2]","[[1,2],[0,2,3]]",FEASIBLE,FEASIBLE,null,0.012036000,0.023410000,4,4,8,11,False
300359,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.022530000,0.034882000,2,5,8,11,False
300360,5,4,"[2,1,1,1,2]","[1,2,3,1]","[[0,3],[2,3],[3],[0,2],[0,1,2,3]]",UNSAT,UNSAT,"[0,2]",0.024496000,0.047774000,6,7,11,20,False
300361,5,5,"[3,3,1,2,1]","[3,3,2,2,2]","[[0,1,3],[1,2,3,4],[0,2],[0,3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.133863000,0.061425000,10,10,12,26,False
300362,2,3,"[1,2]","[2,2,3]","[[1],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.010688000,0.020541000,3,3,7,9,False
300363,5,3,"[2,1,1,2,1]","[3,3,1]","[[0,2],[2],[0,1,2],[0,1],[1]]",UNSAT,UNSAT,"[0,1]",0.016818000,0.135624000,6,7,10,17,False
300364,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,null,0.003150000,0.011197000,1,1,4,3,False
300365,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007492000,0.027566000,1,3,6,7,False
300366,3,5,"[2,1,1]","[2,1,2,2,1]","[[0,3],[0,1,2,3,4],[1,2]]",FEASIBLE,FEASIBLE,null,0.029989000,0.028356000,4,4,10,17,False
300367,1,4,[1],"[2,3,2,3]",[[3]],FEASIBLE,FEASIBLE,null,0.005006000,0.012974000,1,1,7,6,False
300368,5,3,"[2,1,2,1,3]","[1,1,3]","[[0,2],[0,1],[0,1,2],[2],[0,1,2]]",UNSAT,UNSAT,"[0,4]",0.025230000,0.053134000,5,9,10,19,False
300369,4,4,"[1,2,2,2]","[3,2,2,2]","[[0,1,3],[0,2],[0,1,2,3],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.054077000,0.041224000,7,7,10,20,False
300370,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008572000,0.030847000,1,4,7,9,False
300371,5,6,"[2,2,2,1,1]","[3,2,2,3,1,2]","[[4,5],[2,3,5],[2,3,4,5],[0,3,4],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.155644000,0.046318000,8,8,13,29,False
300372,6,4,"[1,1,1,1,1,1]","[2,1,3,1]","[[3],[2],[1,2],[0,1,2,3],[1],[0,2,3]]",FEASIBLE,FEASIBLE,null,0.350752000,0.070800000,6,6,12,22,False
300373,6,5,"[1,1,1,1,2,1]","[2,3,1,3,3]","[[4],[0,1,2,3,4],[2],[0,1,2,3,4],[0,1,2,3,4],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.287149000,0.051611000,7,7,13,32,False
300374,6,4,"[1,1,1,2,2,1]","[2,1,3,2]","[[0,1,2],[0],[3],[0,2,3],[0,1],[1,2]]",FEASIBLE,FEASIBLE,null,0.229079000,0.075948000,8,8,12,22,False
300375,1,2,[1],"[1,3]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.004010000,0.013416000,1,1,5,5,False
300376,3,4,"[1,1,1]","[2,3,3,2]","[[1,2,3],[1],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.025913000,0.026569000,3,3,9,15,False
300377,6,5,"[3,1,1,1,1,1]","[2,2,1,2,1]","[[0,1,2],[0,1,2,3,4],[0,1,2,3],[0,2,3,4],[3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.274723000,0.160162000,8,8,13,33,False
300378,4,3,"[1,1,2,1]","[2,1,3]","[[0,1],[1],[0,1,2],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.043437000,0.044313000,4,5,9,14,False
300379,3,5,"[2,2,1]","[3,2,3,1,2]","[[0,1,2,3,4],[0,1,2,3,4],[1]]",FEASIBLE,FEASIBLE,null,0.029999000,0.040798000,5,5,10,19,False
300380,6,2,"[2,1,1,2,1,1]","[2,2]","[[0,1],[1],[0,1],[0,1],[1],[1]]",UNSAT,UNSAT,"[0,1,3]",0.046314000,0.048840000,4,8,10,17,False
300381,3,5,"[1,2,1]","[2,1,1,2,1]","[[1,4],[3,4],[3]]",FEASIBLE,FEASIBLE,null,0.030168000,0.026166000,4,4,10,13,False
300382,3,6,"[1,1,1]","[3,3,2,2,1,1]","[[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.035279000,0.031221000,3,3,11,27,False
300383,5,4,"[2,1,3,3,3]","[3,1,2,3]","[[1,2,3],[0,1,2,3],[0,1,2,3],[0,2,3],[0,1,2,3]]",UNSAT,UNSAT,"[0,2,3,4]",0.101987000,0.068839000,9,12,11,27,False
300384,5,6,"[1,1,3,1,2]","[2,1,3,3,1,1]","[[0,4],[0,2,3,4],[0,3,4],[4],[0,1,2,3,4,5]]",UNSAT,UNSAT,"[2,3]",0.059982000,0.073033000,7,8,13,27,False
300385,2,6,"[3,2]","[1,1,1,2,1,2]","[[0,1,2,4,5],[0,1]]",FEASIBLE,FEASIBLE,null,0.016117000,0.038782000,5,5,10,15,False
300386,3,6,"[1,2,2]","[3,1,1,1,1,2]","[[5],[1,2],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.034748000,0.032904000,5,5,11,18,False
300387,5,6,"[2,3,3,2,2]","[3,1,3,2,2,3]","[[0,3],[0,3,5],[0,1,4,5],[1,2,3,5],[0,3]]",UNSAT,UNSAT,"[0,1,4]",0.087064000,0.082106000,11,12,13,26,False
300388,3,6,"[3,2,1]","[1,3,3,1,1,2]","[[0,1,2,4,5],[0,1,2,3,4,5],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.035566000,0.052929000,6,6,11,25,False
300389,3,6,"[2,1,2]","[3,3,3,2,1,2]","[[0,1],[0,1,2,3,5],[0,1,2,5]]",FEASIBLE,FEASIBLE,null,0.034994000,0.148399000,5,5,11,20,False
300390,5,6,"[2,1,1,1,2]","[3,2,2,3,3,1]","[[0,2,3,4,5],[2,5],[0,1,2,3,4,5],[0,5],[2,5]]",FEASIBLE,FEASIBLE,null,0.171965000,0.054067000,7,7,13,28,False
300391,1,6,[1],"[3,3,3,1,3,1]",[[1]],FEASIBLE,FEASIBLE,null,0.006461000,0.014409000,1,1,9,8,False
300392,1,3,[2],"[2,3,2]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.005328000,0.017931000,2,2,6,7,False
300393,3,4,"[1,1,3]","[2,3,3,2]","[[3],[0,1,2,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.025849000,0.030006000,5,5,9,16,False
300394,1,6,[3],"[1,2,3,2,2,1]","[[0,2,3,5]]",FEASIBLE,FEASIBLE,null,0.006218000,0.020332000,3,3,9,11,False
300395,3,4,"[1,2,1]","[2,3,3,2]","[[1],[0,1,2,3],[0,3]]",FEASIBLE,FEASIBLE,null,0.025098000,0.025438000,4,4,9,14,False
300396,5,4,"[2,3,3,2,1]","[3,2,2,1]","[[0,1,2,3],[0,1,3],[0,1,3],[1,2],[0,1,2,3]]",UNSAT,UNSAT,"[1,2]",0.033236000,0.063314000,8,11,11,25,False
300397,4,3,"[1,2,1,1]","[1,1,1]","[[2],[0,1,2],[0,1],[1]]",UNSAT,UNSAT,"[0,1,2]",0.030739000,0.039260000,3,5,9,14,False
300398,3,1,"[1,1,1]",[2],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.011376000,0.027090000,2,3,6,7,False
300399,1,2,[1],"[3,1]",[[1]],FEASIBLE,FEASIBLE,null,0.003806000,0.011614000,1,1,5,4,False
300400,1,3,[1],"[2,1,2]",[[2]],FEASIBLE,FEASIBLE,null,0.014240000,0.021406000,1,1,6,5,False
300401,2,5,"[2,2]","[3,2,2,3,1]","[[1,2,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.017615000,0.034741000,4,4,9,16,False
300402,2,5,"[2,2]","[3,1,3,2,3]","[[0,1,2,4],[0,1]]",FEASIBLE,FEASIBLE,null,0.013794000,0.034697000,4,4,9,13,False
300403,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.003021000,0.010913000,1,1,4,3,False
300404,3,4,"[2,3,1]","[1,2,2,2]","[[1,2],[0,1,2,3],[2]]",FEASIBLE,FEASIBLE,null,0.025354000,0.039461000,6,6,9,14,False
300405,3,3,"[1,2,1]","[2,3,2]","[[0],[0,1],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.020267000,0.135661000,4,4,8,12,False
300406,1,2,[1],"[1,1]",[[0]],FEASIBLE,FEASIBLE,null,0.004036000,0.011484000,1,1,5,4,False
300407,6,4,"[1,1,1,3,1,1]","[1,1,2,2]","[[3],[1],[0,1,2,3],[0,1,2,3],[3],[3]]",UNSAT,UNSAT,"[0,4,5]",0.100605000,0.070606000,6,8,12,22,False
300408,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.011624000,0.019269000,3,3,6,7,False
300409,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.030089000,0.039264000,2,6,9,13,False
300410,5,5,"[2,1,1,1,1]","[3,2,1,2,3]","[[0,1,3,4],[1,4],[3,4],[0,1,2,3,4],[2]]",FEASIBLE,FEASIBLE,null,0.129352000,0.037312000,6,6,12,24,False
300411,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010549000,0.030913000,1,3,6,7,False
300412,6,4,"[2,2,2,1,1,3]","[3,3,1,2]","[[0,1,2,3],[0,1,2,3],[0,1,3],[1],[0,1,3],[0,2,3]]",UNSAT,UNSAT,"[0,1,2,3,5]",0.219711000,0.070451000,9,11,12,28,False
300413,5,2,"[1,1,1,2,1]","[3,2]","[[0,1],[0],[0,1],[0,1],[1]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.064905000,0.043283000,5,6,9,15,False
300414,3,2,"[1,1,1]","[2,1]","[[0],[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.015956000,0.028130000,3,3,7,9,False
300415,1,4,[1],"[1,3,3,3]","[[0,1,3]]",FEASIBLE,FEASIBLE,null,0.007084000,0.014067000,1,1,7,8,False
300416,6,2,"[1,1,2,2,1,1]","[2,1]","[[1],[0],[0,1],[0,1],[0],[1]]",UNSAT,UNSAT,"[0,2]",0.016839000,0.043606000,3,8,10,16,False
300417,4,2,"[2,1,1,2]","[2,3]","[[0,1],[0,1],[1],[0,1]]",UNSAT,UNSAT,"[0,1,2,3]",0.031969000,0.039401000,5,6,8,13,False
300418,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.009577000,0.033431000,1,5,8,11,False
300419,6,5,"[2,1,1,3,3,2]","[3,3,1,3,1]","[[0,1,2,3,4],[0],[0],[1,2,4],[0,3,4],[2,3]]",UNSAT,UNSAT,"[3,4]",0.072981000,0.136966000,10,12,13,26,False
300420,6,2,"[1,1,1,1,1,2]","[2,1]","[[0],[1],[0],[0],[0,1],[0,1]]",UNSAT,UNSAT,"[1,5]",0.029934000,0.149921000,3,7,10,16,False
300421,5,3,"[1,1,3,2,1]","[1,2,3]","[[0,1,2],[0,2],[0,1,2],[0,1,2],[1,2]]",UNSAT,UNSAT,"[0,1,2,3]",0.069740000,0.052762000,6,8,10,21,False
300422,6,6,"[2,1,2,1,3,2]","[2,2,3,2,1,3]","[[0,1,2,4,5],[0,1,2,3,4,5],[0,1,2,3,5],[0,2,3,4],[0,3,5],[0,3]]",FEASIBLE,FEASIBLE,null,0.310404000,0.080058000,11,11,14,37,False
300423,1,6,[2],"[1,1,1,2,3,1]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.006032000,0.019531000,2,2,9,13,False
300424,4,5,"[1,1,3,2]","[1,3,3,2,3]","[[0,2,4],[2],[0,1,3],[2,3,4]]",FEASIBLE,FEASIBLE,null,0.060158000,0.046020000,7,7,11,19,False
300425,2,6,"[3,3]","[3,2,2,3,3,1]","[[0,2,3,5],[0,2,4,5]]",FEASIBLE,FEASIBLE,null,0.014860000,0.029191000,6,6,10,16,False
300426,5,5,"[2,1,3,1,1]","[3,3,3,2,2]","[[0,1,2,3,4],[4],[0,1,2,4],[4],[2,3]]",FEASIBLE,FEASIBLE,null,0.124505000,0.039619000,8,8,12,23,False
300427,3,5,"[2,2,2]","[1,1,3,2,2]","[[0,2,4],[1,4],[1,2]]",UNSAT,UNSAT,"[1,2]",0.023511000,0.037678000,5,6,10,15,False
300428,1,6,[1],"[1,2,1,2,2,3]","[[1,2,5]]",FEASIBLE,FEASIBLE,null,0.006009000,0.014968000,1,1,9,10,False
300429,1,4,[3],"[1,2,3,3]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.005097000,0.019454000,3,3,7,9,False
300430,4,3,"[2,1,1,1]","[2,1,1]","[[0,2],[2],[0],[0,2]]",UNSAT,UNSAT,"[0,1]",0.013955000,0.037839000,3,5,9,13,False
300431,5,5,"[1,1,1,2,1]","[1,2,2,1,2]","[[4],[0,2,3,4],[2,4],[2,4],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.125846000,0.035613000,6,6,12,22,False
300432,2,4,"[1,1]","[3,1,1,3]","[[2],[3]]",FEASIBLE,FEASIBLE,null,0.011297000,0.016135000,2,2,8,8,False
300433,5,2,"[1,1,1,2,1]","[3,2]","[[0,1],[1],[0],[0,1],[0]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.064046000,0.040537000,5,6,9,14,False
300434,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007090000,0.117155000,1,3,6,7,False
300435,4,6,"[1,2,2,1]","[3,1,3,2,2,1]","[[0,1,2,3,4,5],[0,1,2,3,4,5],[0,2,3,4],[5]]",FEASIBLE,FEASIBLE,null,0.070199000,0.037141000,6,6,12,27,False
300436,3,2,"[1,1,1]","[3,1]","[[0,1],[0],[0,1]]",FEASIBLE,FEASIBLE,null,0.015454000,0.019555000,3,3,7,10,False
300437,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006023000,0.014133000,2,2,5,5,False
300438,5,4,"[1,1,2,2,1]","[2,2,1,2]","[[0,1,2,3],[0],[0,1,2],[0,1,2],[0,1,3]]",FEASIBLE,FEASIBLE,null,0.105959000,0.053474000,7,7,11,23,False
300439,2,3,"[1,1]","[1,3,1]","[[2],[2]]",UNSAT,UNSAT,"[0,1]",0.009859000,0.022774000,1,2,7,7,False
300440,4,4,"[2,2,2,1]","[3,2,2,1]","[[0,1,3],[2,3],[0,1,2,3],[0,2]]",FEASIBLE,FEASIBLE,null,0.050780000,0.034248000,7,7,10,19,False
300441,1,4,[1],"[2,2,1,1]",[[0]],FEASIBLE,FEASIBLE,null,0.004740000,0.011925000,1,1,7,6,False
300442,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.005917000,0.014157000,2,2,5,5,False
300443,2,6,"[1,3]","[2,1,3,1,1,1]","[[5],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.014797000,0.023281000,4,4,10,13,False
300444,3,5,"[2,1,1]","[1,3,1,2,1]","[[0,1],[1,2],[3]]",FEASIBLE,FEASIBLE,null,0.028528000,0.023952000,4,4,10,13,False
300445,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.005970000,0.013994000,2,2,5,5,False
300446,6,4,"[3,2,3,1,2,2]","[2,3,3,1]","[[0,1,2,3],[0,1,2],[0,2,3],[0,1],[0,1,2,3],[0,2]]",UNSAT,UNSAT,"[0,2,5]",0.089136000,0.082101000,9,13,12,28,False
300447,4,6,"[2,3,3,1]","[2,1,1,2,3,1]","[[0,2,3,4,5],[0,2,4,5],[0,1,2,3,4,5],[0,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.071252000,0.049299000,9,9,12,30,False
300448,2,6,"[2,1]","[2,2,1,1,1,1]","[[0,3,5],[1,4,5]]",FEASIBLE,FEASIBLE,null,0.014893000,0.027467000,3,3,10,14,False
300449,6,3,"[3,1,2,1,1,2]","[2,1,2]","[[0,1,2],[0],[0,1],[2],[2],[0,1,2]]",UNSAT,UNSAT,"[0,2]",0.021052000,0.134921000,5,10,11,20,False
300450,3,2,"[1,2,1]","[1,3]","[[0,1],[0,1],[1]]",FEASIBLE,FEASIBLE,null,0.017035000,0.031098000,4,4,7,10,False
300451,2,3,"[2,1]","[3,1,2]","[[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.009679000,0.020375000,3,3,7,11,False
300452,6,6,"[1,3,2,3,2,1]","[3,2,3,1,2,3]","[[2,3,4],[0,2,3,4],[0,1,2,3,4,5],[0,1,2,3,4,5],[3,5],[0,1]]",FEASIBLE,FEASIBLE,null,0.321744000,0.078183000,12,12,14,35,False
300453,3,4,"[1,1,2]","[1,2,1,1]","[[2],[0,1,2,3],[0,1]]",FEASIBLE,FEASIBLE,null,0.025014000,0.033493000,4,4,9,14,False
300454,3,2,"[2,1,1]","[1,1]","[[0,1],[0,1],[1]]",UNSAT,UNSAT,"[0,1]",0.009542000,0.032186000,2,4,7,10,False
300455,1,3,[1],"[3,1,1]",[[1]],FEASIBLE,FEASIBLE,null,0.004301000,0.012166000,1,1,6,5,False
300456,2,6,"[2,1]","[1,2,3,2,2,2]","[[0,1,2,3],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.015445000,0.026226000,3,3,10,18,False
300457,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006394000,0.014827000,2,2,5,5,False
300458,6,6,"[3,3,2,2,1,2]","[3,1,3,2,2,1]","[[0,3,5],[0,1,2,3,4,5],[0,1,2,3,4,5],[2,3,4,5],[3],[1,3]]",UNSAT,UNSAT,"[0,4,5]",0.191261000,0.090900000,12,13,14,34,False
300459,6,5,"[1,1,1,1,2,2]","[3,2,2,3,2]","[[4],[0,1,2,3,4],[1],[0,1,2,3,4],[0,3,4],[0,4]]",FEASIBLE,FEASIBLE,null,0.287446000,0.061168000,8,8,13,28,False
300460,3,4,"[1,1,1]","[3,1,2,3]","[[0],[2],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.024979000,0.027992000,3,3,9,13,False
300461,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.021351000,0.038771000,2,4,7,9,False
300462,6,4,"[1,1,1,1,3,1]","[1,2,3,1]","[[0,1,2,3],[2],[2],[0,1],[0,1,2,3],[0,2]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.237743000,0.072299000,7,8,12,24,False
300463,6,4,"[1,1,3,1,1,2]","[1,2,3,3]","[[2],[0,2,3],[0,1,3],[1,2],[0,2],[0,2,3]]",FEASIBLE,FEASIBLE,null,0.230881000,0.159195000,9,9,12,24,False
300464,1,5,[2],"[2,2,2,3,2]","[[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.010697000,0.017606000,2,2,8,10,False
300465,3,5,"[3,3,2]","[1,1,3,2,3]","[[0,3,4],[0,1,2,3,4],[0,2]]",UNSAT,UNSAT,"[0,2]",0.020215000,0.046897000,7,8,10,18,False
300466,1,2,[2],"[1,1]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003739000,0.014669000,2,2,5,5,False
